regime,mode,n_seeds,trigger_rate_mean,trigger_rate_lo95,trigger_rate_hi95,initial_future_entropy_mean,initial_future_entropy_lo95,initial_future_entropy_hi95,intervention_js_mean,intervention_js_lo95,intervention_js_hi95,intervention_return_gap_mean,intervention_return_gap_lo95,intervention_return_gap_hi95,do_trigger_p_rescue_mean,do_trigger_p_rescue_lo95,do_trigger_p_rescue_hi95,sign_consistency
pure_team,rescue,5.0,1.0,1.0,1.0,0.059023080435661936,0.04425449983770698,0.07379166103361688,0.9888115828155783,0.9771056714317516,0.9999999999977518,10.148379629629629,9.254861111111111,10.800462962962964,0.9965277777777779,0.992824074074074,1.0,1.0
pure_team,bridge,5.0,0.0,0.0,0.0,0.0681922501663931,0.06249444419069257,0.0744713423413806,0.02157964271091254,0.014220796622697967,0.030586069786540392,-2.3236111111111115,-2.5569444444444445,-2.1120370370370374,0.0,0.0,0.0,1.0
uncertain_preference,rescue,5.0,0.5333333333333333,0.4,0.6666666666666666,1.5761751302800813,1.4107550722007338,1.7443770144105997,0.5350937722183938,0.439913707142642,0.6494175129393925,0.5789351851851852,-1.5821759259259258,2.63912037037037,0.39375,0.23148148148148148,0.5409722222222222,0.6
uncertain_preference,bridge,5.0,0.0,0.0,0.0,0.9168987090658984,0.8100789686685811,1.0132772479061005,0.42268942210783517,0.33177131772901614,0.5067372793818474,-7.0,-7.654166666666667,-6.294444444444444,0.0,0.0,0.0,1.0
