controller,n_timepoints,mean_win,mean_p_decoy,mean_non_decoy_rate,mean_entropy_norm,mean_role_collapse_kl,mean_useful_nondecoy_consensus,mean_decoy_trap_consensus,mean_max_burst,max_burst,trajectory_level_ptc_score
role_oracle,1121.0,0.9988425925925927,0.018911685994647636,0.9810883140053523,0.044764959000200534,1.5140117193551907,0.947082301573299,0.008152739426500494,0.502222021676444,0.9709505944532262,0.9382737629892869
nearest_only,1014.0,0.109375,0.8938856015779092,0.10611439842209072,0.003160022289891808,1.579953983885907,0.10403244930298919,0.8928075284071191,0.01760800231429073,0.7219280948859199,0.001219694805727179
