regime,mode,n_episodes,trigger_rate,initial_future_entropy,intervention_js,intervention_return_gap,do_trigger_p_rescue,do_non_trigger_p_rescue
pure_team,rescue,24.0,0.9166666666666666,0.8956705493767562,0.7925980398942083,9.602430555555555,0.9010416666666666,0.0
pure_team,bridge,24.0,0.0,1.042663495627952,0.26157757496874895,-5.666666666666667,0.0,0.0
uncertain_preference,rescue,24.0,0.6666666666666666,1.5306969973814182,0.49161432112320197,3.888888888888889,0.5625,0.0
uncertain_preference,bridge,24.0,0.0,1.3894951977912804,0.5715745800552973,-6.0625,0.0,0.0
