2026-07-21T16:21:35+08:00 proxy down; waiting
2026-07-21T16:23:35+08:00 proxy down; waiting
2026-07-21T16:25:35+08:00 proxy down; waiting
2026-07-21T16:27:35+08:00 proxy down; waiting
2026-07-21T16:29:35+08:00 proxy down; waiting
2026-07-21T16:31:35+08:00 proxy down; waiting
2026-07-21T16:33:35+08:00 proxy down; waiting
2026-07-21T16:35:35+08:00 proxy down; waiting
2026-07-21T16:37:35+08:00 proxy down; waiting
2026-07-21T16:39:35+08:00 proxy down; waiting
2026-07-21T16:41:35+08:00 proxy down; waiting
2026-07-21T16:43:35+08:00 proxy down; waiting
2026-07-21T16:45:35+08:00 proxy down; waiting
2026-07-21T16:47:35+08:00 proxy down; waiting
2026-07-21T16:49:35+08:00 proxy down; waiting
2026-07-21T16:51:36+08:00 proxy OK; starting collapse probe
2026-07-21T17:30:35+08:00 collapse probe exited (0)
2026-07-21T17:32:35+08:00 proxy down; waiting
2026-07-21T17:34:35+08:00 proxy down; waiting
2026-07-21T17:36:35+08:00 proxy down; waiting
2026-07-21T17:38:35+08:00 proxy down; waiting
2026-07-21T17:40:35+08:00 proxy down; waiting
2026-07-21T17:42:35+08:00 proxy down; waiting
2026-07-21T17:44:35+08:00 proxy down; waiting
2026-07-21T17:46:35+08:00 proxy down; waiting
2026-07-21T17:48:36+08:00 proxy down; waiting
2026-07-21T17:50:36+08:00 proxy down; waiting
2026-07-21T17:52:36+08:00 proxy down; waiting
2026-07-21T17:54:36+08:00 proxy down; waiting
2026-07-21T17:56:36+08:00 proxy down; waiting
2026-07-21T17:58:36+08:00 proxy down; waiting
2026-07-21T18:00:36+08:00 proxy down; waiting
2026-07-21T18:02:36+08:00 proxy down; waiting
2026-07-21T18:04:36+08:00 proxy down; waiting
2026-07-21T18:06:36+08:00 proxy down; waiting
2026-07-21T18:08:36+08:00 proxy down; waiting
2026-07-21T18:10:36+08:00 proxy down; waiting
2026-07-21T18:12:36+08:00 proxy down; waiting
2026-07-21T18:14:36+08:00 proxy down; waiting
2026-07-21T18:16:36+08:00 proxy down; waiting
2026-07-21T18:18:36+08:00 proxy down; waiting
2026-07-21T18:20:36+08:00 proxy down; waiting
2026-07-21T18:22:36+08:00 proxy down; waiting
2026-07-21T18:24:36+08:00 proxy down; waiting
2026-07-21T18:26:36+08:00 proxy down; waiting
2026-07-21T18:28:36+08:00 proxy down; waiting
2026-07-21T18:30:36+08:00 proxy down; waiting
2026-07-21T18:32:36+08:00 proxy down; waiting
2026-07-21T18:34:36+08:00 proxy down; waiting
2026-07-21T18:36:36+08:00 proxy down; waiting
2026-07-21T18:38:36+08:00 proxy down; waiting
2026-07-21T18:40:36+08:00 proxy down; waiting
2026-07-21T18:42:36+08:00 proxy down; waiting
2026-07-21T18:44:36+08:00 proxy down; waiting
2026-07-21T18:46:36+08:00 proxy down; waiting
2026-07-21T18:48:36+08:00 proxy down; waiting
2026-07-21T18:50:36+08:00 proxy down; waiting
2026-07-21T18:52:36+08:00 proxy down; waiting
2026-07-21T18:54:36+08:00 proxy down; waiting
2026-07-21T18:56:36+08:00 proxy down; waiting
2026-07-21T18:58:36+08:00 proxy down; waiting
2026-07-21T19:00:36+08:00 proxy down; waiting
2026-07-21T19:02:36+08:00 proxy down; waiting
2026-07-21T19:04:36+08:00 proxy down; waiting
2026-07-21T19:06:36+08:00 proxy down; waiting
2026-07-21T19:08:36+08:00 proxy down; waiting
2026-07-21T19:10:36+08:00 proxy down; waiting
2026-07-21T19:12:36+08:00 proxy down; waiting
2026-07-21T19:14:36+08:00 proxy down; waiting
2026-07-21T19:16:36+08:00 proxy down; waiting
2026-07-21T19:18:36+08:00 proxy down; waiting
2026-07-21T19:20:36+08:00 proxy down; waiting
2026-07-21T19:22:36+08:00 proxy down; waiting
2026-07-21T19:24:36+08:00 proxy down; waiting
2026-07-21T19:26:36+08:00 proxy down; waiting
2026-07-21T19:28:36+08:00 proxy down; waiting
2026-07-21T19:30:36+08:00 proxy down; waiting
2026-07-21T19:32:36+08:00 proxy down; waiting
2026-07-21T19:34:36+08:00 proxy down; waiting
2026-07-21T19:36:36+08:00 proxy down; waiting
2026-07-21T19:38:36+08:00 proxy down; waiting
2026-07-21T19:40:36+08:00 proxy down; waiting
2026-07-21T19:42:36+08:00 proxy down; waiting
2026-07-21T19:44:36+08:00 proxy down; waiting
2026-07-21T19:46:36+08:00 proxy down; waiting
2026-07-21T19:48:36+08:00 proxy down; waiting
2026-07-21T19:50:36+08:00 proxy down; waiting
2026-07-21T19:52:36+08:00 proxy down; waiting
2026-07-21T19:54:36+08:00 proxy down; waiting
2026-07-21T19:56:36+08:00 proxy down; waiting
2026-07-21T19:58:36+08:00 proxy down; waiting
2026-07-21T20:00:36+08:00 proxy down; waiting
2026-07-21T20:02:36+08:00 proxy down; waiting
2026-07-21T20:04:36+08:00 proxy down; waiting
2026-07-21T20:06:36+08:00 proxy down; waiting
2026-07-21T20:08:36+08:00 proxy down; waiting
2026-07-21T20:10:36+08:00 proxy down; waiting
2026-07-21T20:12:36+08:00 proxy down; waiting
2026-07-21T20:14:36+08:00 proxy down; waiting
2026-07-21T20:16:36+08:00 proxy down; waiting
2026-07-21T20:18:36+08:00 proxy down; waiting
2026-07-21T20:20:36+08:00 proxy down; waiting
2026-07-21T20:22:36+08:00 proxy down; waiting
2026-07-21T20:24:36+08:00 proxy down; waiting
2026-07-21T20:26:36+08:00 proxy down; waiting
2026-07-21T20:28:36+08:00 proxy down; waiting
