run,epoch,train_acc,test_acc,test_entropy_bits,collapse_bits,embedding_jump
transformer_grokking,0,0.012967687100172043,0.00913921371102333,6.360159397125244,0.0,0.0
transformer_grokking,150,1.0,0.02592986263334751,4.098584175109863,2.6727466583251953,1.3292813301086426
transformer_grokking,300,1.0,0.0418703518807888,3.67110538482666,3.100642442703247,0.28920191526412964
transformer_grokking,450,1.0,0.04654622822999954,3.5692551136016846,3.200313091278076,0.157851904630661
transformer_grokking,600,1.0,0.04845908656716347,3.523996353149414,3.244638442993164,0.13130053877830505
transformer_grokking,750,1.0,0.05122210457921028,3.499734401702881,3.2681593894958496,0.11741996556520462
transformer_grokking,900,1.0,0.05185972526669502,3.4838054180145264,3.285158634185791,0.1094449907541275
transformer_grokking,1050,0.6675170063972473,0.00807651411741972,4.58489465713501,2.0713255405426025,1.0965667963027954
transformer_grokking,1200,1.0,0.03060573898255825,3.3425514698028564,3.421781301498413,0.8295009136199951
transformer_grokking,1350,1.0,0.035494156181812286,3.3388378620147705,3.4244794845581055,0.1308823674917221
transformer_grokking,1500,1.0,0.035706695169210434,3.3709020614624023,3.392477512359619,0.10083966702222824
transformer_grokking,1650,1.0,0.03910733386874199,3.4027507305145264,3.3610193729400635,0.0881681814789772
transformer_grokking,1800,1.0,0.03974495083093643,3.426888942718506,3.336991786956787,0.08119086921215057
transformer_grokking,1950,1.0,0.04378321021795273,3.441848039627075,3.322537899017334,0.07661092281341553
transformer_grokking,2100,1.0,0.04569606855511665,3.449185848236084,3.3155484199523926,0.07400397956371307
transformer_grokking,2250,1.0,0.047183845192193985,3.4487335681915283,3.3170533180236816,0.07107287645339966
transformer_grokking,2400,1.0,0.04845908656716347,3.443230390548706,3.324068546295166,0.06938708573579788
transformer_grokking,2550,1.0,0.05037194490432739,3.4338066577911377,3.3348071575164795,0.06941761076450348
transformer_grokking,2700,1.0,0.05292242392897606,3.420358180999756,3.349027633666992,0.06831654906272888
transformer_grokking,2850,1.0,0.056323058903217316,3.4027466773986816,3.367802381515503,0.06885984539985657
transformer_grokking,3000,1.0,0.05844845995306969,3.3841261863708496,3.387747049331665,0.06973203271627426
transformer_grokking,3150,1.0,0.061636555939912796,3.3626585006713867,3.4090468883514404,0.07258438318967819
transformer_grokking,3300,0.6090561151504517,0.004463336896151304,4.73318338394165,1.9852759838104248,1.1220715045928955
transformer_grokking,3450,1.0,0.028905419632792473,3.0251476764678955,3.772225856781006,0.8856108784675598
transformer_grokking,3600,1.0,0.03209351748228073,3.022676706314087,3.773286819458008,0.1428377479314804
transformer_grokking,3750,1.0,0.03506907448172569,3.0697519779205322,3.7253072261810303,0.1102183610200882
transformer_grokking,3900,1.0,0.03506907448172569,3.1224546432495117,3.6717920303344727,0.09733489155769348
transformer_grokking,4050,1.0,0.037194475531578064,3.170466184616089,3.6232547760009766,0.08820916712284088
transformer_grokking,4200,1.0,0.03910733386874199,3.2061498165130615,3.587806463241577,0.08217430859804153
transformer_grokking,4350,1.0,0.03995749354362488,3.2319188117980957,3.5627872943878174,0.07675959169864655
transformer_grokking,4500,1.0,0.04038257151842117,3.2482244968414307,3.5471293926239014,0.07346556335687637
transformer_grokking,4650,1.0,0.04293305054306984,3.2551352977752686,3.5411152839660645,0.0707000344991684
transformer_grokking,4800,1.0,0.04420828819274902,3.254427671432495,3.542029857635498,0.06910694390535355
transformer_grokking,4950,1.0,0.04293305054306984,3.249405860900879,3.548201322555542,0.0694555714726448
transformer_grokking,5100,0.5380527377128601,0.00998937338590622,4.622570514678955,2.085395336151123,1.1003835201263428
transformer_grokking,5250,1.0,0.0656748116016388,2.839925527572632,3.9721693992614746,0.9503220915794373
transformer_grokking,5400,1.0,0.06950052827596664,2.8423023223876953,3.9718501567840576,0.1488821655511856
transformer_grokking,5550,1.0,0.07120084762573242,2.888638734817505,3.9269490242004395,0.1137719601392746
transformer_grokking,5700,1.0,0.07268863171339035,2.9378254413604736,3.878312110900879,0.09970635920763016
transformer_grokking,5850,1.0,0.07438895106315613,2.9817516803741455,3.8343870639801025,0.09136252105236053
transformer_grokking,6000,1.0,0.07715196907520294,3.0173356533050537,3.7986085414886475,0.08588078618049622
transformer_grokking,6150,1.0,0.07672688364982605,3.04235577583313,3.773054838180542,0.08168050646781921
transformer_grokking,6300,1.0,0.07821466773748398,3.0560011863708496,3.7585182189941406,0.07821187376976013
transformer_grokking,6450,1.0,0.07970244437456131,3.0572729110717773,3.756241798400879,0.0763280987739563
transformer_grokking,6600,1.0,0.08204038441181183,3.0481526851654053,3.764918088912964,0.07516992837190628
transformer_grokking,6750,1.0,0.0845908597111702,3.0327062606811523,3.780224561691284,0.0730489194393158
transformer_grokking,6900,1.0,0.18575982749462128,2.775050401687622,4.039474964141846,0.7717082500457764
transformer_grokking,7050,1.0,0.21402762830257416,2.6856629848480225,4.1309919357299805,0.17231938242912292
transformer_grokking,7200,1.0,0.23230606317520142,2.6845946311950684,4.133602142333984,0.11728331446647644
transformer_grokking,7350,1.0,0.24803400039672852,2.6975226402282715,4.122049808502197,0.10119935125112534
transformer_grokking,7500,1.0,0.25802338123321533,2.708068370819092,4.112127780914307,0.09283993393182755
transformer_grokking,7650,1.0,0.2718384563922882,2.709747314453125,4.110398769378662,0.08734546601772308
transformer_grokking,7800,1.0,0.28374069929122925,2.700796127319336,4.118863105773926,0.08294018357992172
transformer_grokking,7950,1.0,0.2930924594402313,2.6815643310546875,4.137149810791016,0.0793847143650055
transformer_grokking,8100,1.0,0.30393198132514954,2.650022029876709,4.167840957641602,0.0769907608628273
transformer_grokking,8250,1.0,0.31307119131088257,2.610976457595825,4.205316066741943,0.07685761898756027
transformer_grokking,8400,1.0,0.32199788093566895,2.56719708442688,4.248170852661133,0.07620231062173843
transformer_grokking,8550,1.0,0.32879915833473206,2.5174496173858643,4.296380996704102,0.07565310597419739
transformer_grokking,8700,1.0,0.33815088868141174,2.46299409866333,4.349604606628418,0.07553789764642715
transformer_grokking,8850,1.0,0.34495216608047485,2.4066834449768066,4.404792308807373,0.07561525702476501
transformer_grokking,9000,1.0,0.35430392622947693,2.3498635292053223,4.461999416351318,0.08007751405239105
transformer_grokking,9150,0.9923469424247742,0.045483529567718506,3.5103514194488525,3.2942087650299072,1.1149933338165283
transformer_grokking,9300,1.0,0.10414452850818634,2.7090342044830322,4.102195739746094,0.4913831949234009
transformer_grokking,9450,1.0,0.12051009386777878,2.6744346618652344,4.135679244995117,0.1296973079442978
transformer_grokking,9600,1.0,0.1309245526790619,2.6877856254577637,4.122265338897705,0.10257653146982193
transformer_grokking,9750,1.0,0.1409139186143875,2.710293769836426,4.100005626678467,0.09270495921373367
transformer_grokking,9900,1.0,0.15047821402549744,2.731254816055298,4.080255508422852,0.08929762989282608
transformer_grokking,10050,1.0,0.15940488874912262,2.7495276927948,4.062780857086182,0.08474712073802948
transformer_grokking,10200,1.0,0.17130711674690247,2.7625582218170166,4.05072546005249,0.08266109228134155
transformer_grokking,10350,1.0,0.1800212562084198,2.767765998840332,4.045901775360107,0.07998836785554886
transformer_grokking,10500,1.0,0.1885228455066681,2.7650809288024902,4.048970699310303,0.07792694121599197
transformer_grokking,10650,1.0,0.19511158764362335,2.757310390472412,4.057837009429932,0.07552526146173477
transformer_grokking,10800,1.0,0.20233793556690216,2.742842435836792,4.072173118591309,0.0757577046751976
transformer_grokking,10950,1.0,0.2110520750284195,2.723567247390747,4.093302249908447,0.07564432173967361
transformer_grokking,11100,0.03231292590498924,0.002975557930767536,6.576876640319824,0.25649115443229675,1.3991303443908691
transformer_grokking,11250,1.0,0.5802338123321533,2.258380889892578,4.568951606750488,1.4134489297866821
transformer_grokking,11400,1.0,0.6473963856697083,1.9641914367675781,4.862658977508545,0.19077995419502258
transformer_grokking,11550,1.0,0.6820403933525085,1.8667665719985962,4.960360527038574,0.11312435567378998
transformer_grokking,11700,1.0,0.7100956439971924,1.8006048202514648,5.027952671051025,0.09386599808931351
transformer_grokking,11850,1.0,0.7330499291419983,1.7389461994171143,5.091843605041504,0.0866948738694191
transformer_grokking,12000,1.0,0.7579171061515808,1.6708614826202393,5.161743640899658,0.08214128017425537
transformer_grokking,12150,1.0,0.7800212502479553,1.5962244272232056,5.23839807510376,0.0798397958278656
