regime,mode,n_episodes,trigger_rate,initial_future_entropy,final_future_entropy,mean_collapse_at_trigger,mean_collapse_elsewhere,collapse_localization_rate,counterfactual_js,counterfactual_return_gap,factual_p_rescue,cf_p_rescue,intervention_js,intervention_return_gap,do_trigger_p_rescue,do_non_trigger_p_rescue
pure_team,rescue,40.0,1.0,0.04227909958857,-1.4428232973175177e-12,0.0,0.0994392051615922,0.0,0.9999999999981066,10.87111111111111,1.0,0.0,0.9775890038586225,10.748888888888889,0.9933333333333334,0.0
pure_team,bridge,40.0,0.0,0.08725311242752762,0.0323333335201168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0360743454297373,-2.6155555555555554,0.0,0.0
uncertain_preference,rescue,40.0,0.65,1.3053500279161772,0.9615125784116622,2.7921087617375484,0.6802424573353092,0.11538461538461539,0.6151834350899882,6.376068376068376,0.7418803418803418,0.0,0.5482142657516914,2.561111111111111,0.5322222222222222,0.0
uncertain_preference,bridge,40.0,0.0,1.0342225565173426,0.8572819171860357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5024971606452631,-7.340000000000001,0.0,0.0
