controller,episode,t,p_decoy,p_threat,p_fragile,entropy,entropy_norm,role_collapse_kl,non_decoy_rate,useful_nondecoy_consensus,decoy_trap_consensus
nearest_only,4,14,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,15,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,16,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,17,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,18,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,19,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,20,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,21,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,4,22,0.0,0.0,1.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,4,23,0.0,0.0,1.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,4,24,0.0,0.0,1.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,5,0,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,1,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,2,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,3,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,4,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,5,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,6,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,7,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,8,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,9,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,10,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,11,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,12,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,13,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,14,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,15,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,16,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,17,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,18,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,19,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,20,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,21,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,22,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,5,23,0.0,1.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,5,24,0.0,1.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,6,0,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,1,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,2,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,3,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,4,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,5,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,6,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,7,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,8,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,9,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,10,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,11,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,12,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,13,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,14,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,15,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,16,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,17,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,18,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,19,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,20,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,21,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,22,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,6,23,0.0,1.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,6,24,0.0,1.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,1.0,1.0000000000009104,0.0
nearest_only,7,0,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,1,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,2,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,3,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,4,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,5,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,6,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,7,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,8,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,9,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,10,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,11,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,12,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
nearest_only,7,13,1.0,0.0,0.0,-1.4428232973175177e-12,-9.103201474236991e-13,1.5849625007182713,0.0,0.0,1.0000000000009104
