best_uci,collapse_best_bits,collapse_deep_alt_bits,collapse_greedy_bits,collapse_key_bits,collapse_random_bits,deep_alt_uci,greedy_uci,key_uci,kind,local_cost_best,local_cost_deep_alt,local_cost_greedy,local_cost_key,local_cost_random,p_win_base,p_win_best,p_win_deep_alt,p_win_greedy,p_win_key,p_win_random,potential_bits,puzzle_id,random_uci,rating,specificity_js_bits,themes,useful_shift_best,useful_shift_deep_alt,useful_shift_greedy,useful_shift_key,useful_shift_random
,,0.23873805136815784,0.7691801702550396,0.023116407655408233,0.42623805136815784,h6f6,h6f6,h6h2,sacrifice,,-5.0,-5.0,-5.0,-5.0,0.8125,,0.0625,0.03125,0.78125,0.125,0.9698024945677542,08qdE,h6g6,1802,0.4798457349525874,crushing deflection long middlegame sacrifice,,-0.75,-0.78125,-0.03125,-0.6875
,,-0.4554424701288846,-0.8969131470780651,0.267495850247509,-0.7702891304898174,g8h8,g8h8,b7e7,sacrifice,,0.0,0.0,-2.0,0.0,0.71875,,0.4375,0.34375,0.8125,0.40625,1.2372983448152632,06lCK,g8h8,1888,0.15334366703143382,advancedPawn crushing endgame promotion sacrifice veryLong,,-0.28125,-0.375,0.09375,-0.3125
,,-0.9816402630531937,-1.21197806045661,-0.5635640237775694,-0.6159143705008836,e3f2,e3f2,d1d5,sacrifice,,0.0,0.0,-2.0,-1.0,0.875,,0.1875,0.3125,0.6875,0.15625,0.6449742087569881,08QRR,e3d2,1855,0.2956451006951838,advantage endgame long pin sacrifice,,-0.6875,-0.5625,-0.1875,-0.71875
,,-0.7430044223282244,-0.41773480844815913,-0.04358584615708305,-0.6205543395629423,a3a2,a3a2,b2b1,sacrifice,,-9.0,-9.0,-4.0,-9.0,0.78125,,0.1875,0.25,0.8125,0.1875,0.8873068828532795,09rSX,b8c8,1884,0.3917747499232196,advancedPawn crushing endgame long promotion sacrifice,,-0.59375,-0.53125,0.03125,-0.59375
,,-0.3372900666170139,-0.20062232431271465,0.0,-0.3372900666170139,c8c3,c8c3,a6g6,sacrifice,,0.0,0.0,-8.0,-5.0,1.0,,0.0,0.0,1.0,0.0625,-0.0,0BS2P,c8c6,1923,0.9999999999978361,attraction mate mateIn2 middlegame sacrifice short,,-1.0,-1.0,0.0,-0.9375
,,-0.7478373358936299,-0.8579755481445503,0.13589111079989902,-0.5348912847808827,e2d4,e2d4,e2f4,sacrifice,,-3.0,-3.0,-3.0,0.0,0.6875,,0.34375,0.375,0.6875,0.28125,1.2575318729867573,08WWs,e6c5,2239,0.13699141535451878,crushing long master middlegame sacrifice,,-0.34375,-0.3125,0.0,-0.40625
,,0.5650066071916107,0.15554250207127684,0.11221957479472833,0.6039163727490022,d8f6,d8f6,c7h2,sacrifice,,-3.0,-3.0,-2.0,0.0,0.28125,,0.0625,0.125,0.21875,0.125,1.7259037244874986,08WoA,e4f6,1804,0.044024980764653374,attraction crushing kingsideAttack long master middlegame sacrifice,,-0.21875,-0.15625,-0.0625,-0.15625
,,-0.20062232431271465,-1.0558927290103626,0.0,-0.3997900666170139,h5h4,f3e2,h5g5,sacrifice,,-1.0,0.0,-3.0,0.0,1.0,,0.0,0.0625,1.0,0.03125,-0.0,0ARwj,b3b4,2083,0.999999999997836,exposedKing mate mateIn4 middlegame sacrifice veryLong,,-1.0,-0.9375,0.0,-0.96875
,,-1.3218847866691474,-1.4513132069840315,0.0,-0.3372900666170139,f3f6,f3f6,f3g4,sacrifice,,1.0,1.0,-9.0,0.0,1.0,,0.15625,0.1875,1.0,0.0625,-0.0,0AeID,h6f4,2383,0.669685405407396,deflection kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,,-0.84375,-0.8125,0.0,-0.9375
,,-1.5705241590481593,-1.8113935713072502,0.0,-0.24824216441031477,h5h6,h5h6,h5h7,sacrifice,,-3.0,-3.0,-8.0,-4.0,0.96875,,0.1875,0.25,0.96875,0.09375,0.20062232431271465,0ARtb,g3g6,2015,0.5990638452798505,attraction kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,,-0.78125,-0.71875,0.0,-0.875
,,-1.7186566501250642,-1.9431248501792338,0.20062232431271465,0.0,g1e3,g1e3,g1f2,sacrifice,,0.0,0.0,0.0,-9.0,0.96875,,0.34375,0.28125,1.0,0.0,0.20062232431271465,0BAXi,f1e2,2047,0.448818177384928,clearance discoveredAttack discoveredCheck endgame exposedKing kingsideAttack mate mateIn4 sacrifice veryLong,,-0.625,-0.6875,0.03125,-0.96875
,,0.4526581333201707,0.4327595735247116,0.07448328917173508,1.1592550879151866,e4d5,e4d5,c3d5,sacrifice,,-2.0,-2.0,-2.0,-3.0,0.5,,0.28125,0.09375,0.53125,0.03125,1.8903195311147831,07b1u,c1a1,2359,0.14154434731945653,advantage long middlegame sacrifice,,-0.21875,-0.40625,0.03125,-0.46875
,,-1.4002047062527903,-1.9883700588590332,0.0,0.0,h7h8,h7h8,h5d1,sacrifice,,0.0,0.0,-6.0,-1.0,1.0,,0.625,0.34375,1.0,0.0,-0.0,0BRGl,b1b3,2308,0.21899525866049938,deflection exposedKing long mate mateIn3 middlegame sacrifice,,-0.375,-0.65625,0.0,-1.0
,,0.33470696110712894,0.21669788519520372,0.4058219017834517,0.5288284222046109,f2f3,f2f3,e3c5,sacrifice,,0.0,0.0,0.0,-1.0,0.5,,0.1875,0.34375,0.40625,0.125,1.9025182662886329,0AchC,e3d2,2337,0.08493068304668053,advancedPawn crushing endgame quietMove sacrifice veryLong,,-0.3125,-0.15625,-0.09375,-0.375
,,0.3588963662588476,0.8192212754671458,-0.4414931789424137,0.8192212754671458,e6e5,e6e5,e6e3,sacrifice,,0.0,0.0,-2.0,0.0,0.46875,,0.15625,0.0625,0.25,0.0625,1.6822849455167193,08TEy,c8b8,1877,0.16740912096788751,advantage interference long middlegame sacrifice,,-0.3125,-0.40625,-0.21875,-0.40625
,,-0.4518360974461242,-0.4116518078398721,-0.25167961890657087,0.24786263772772532,e8g8,e8g8,c5f2,sacrifice,,-3.0,0.0,-2.0,0.0,0.6875,,0.375,0.3125,0.5,0.0625,1.4341407621868583,09Ko8,d8b8,2303,0.02192407867855295,advantage attraction kingsideAttack long opening sacrifice,,-0.3125,-0.375,-0.1875,-0.625
,,-1.5703612224162218,-1.5517855455904406,0.0,-0.3997900666170139,e5f7,e5f7,e5g6,sacrifice,,1.0,1.0,-3.0,-3.0,1.0,,0.09375,0.28125,1.0,0.03125,-0.0,0Awt3,h6h4,1928,0.7692184673266405,epauletteMate mate mateIn2 middlegame sacrifice short,,-0.90625,-0.71875,0.0,-0.96875
,,-0.7124232637975412,-0.7325814688090915,0.11033344724631455,-0.1420220234603089,c6e5,c6e5,e8e2,sacrifice,,-9.0,-9.0,-2.0,0.0,0.78125,,0.5,0.4375,0.84375,0.1875,0.973397117295888,07AfS,b4a5,2204,0.12883940739359173,attraction crushing discoveredAttack exposedKing long middlegame pin sacrifice,,-0.28125,-0.34375,0.0625,-0.59375
,,-0.7810047413373368,-0.5469486688033257,-0.7733253340356275,0.5209380058447248,g2g1,g2g1,e2f3,sacrifice,,-3.0,-3.0,-2.0,-3.0,0.8125,,0.3125,0.40625,0.5625,0.09375,0.9698024945677542,0A8KM,g2h2,2291,0.06916874453188945,crushing middlegame sacrifice short,,-0.5,-0.40625,-0.25,-0.71875
,,-0.3312743765825825,-0.2687743765825825,-0.3312743765825825,0.0625,e5c4,e5c4,h2h7,sacrifice,,0.0,0.0,-4.0,0.0,0.9375,,0.03125,0.0625,0.875,0.0625,0.3997900666170139,0AOqz,g3g2,2020,0.7050579516902866,crushing fork middlegame sacrifice veryLong,,-0.90625,-0.875,-0.0625,-0.875
,,-1.8326026026932274,-1.8708784271213472,0.0,-0.20062232431271465,f8c8,f8c8,f3g3,sacrifice,,4.0,4.0,-4.0,-9.0,1.0,,0.34375,0.3125,1.0,0.0,-0.0,0Btl1,h7h5,2040,0.448818177384928,balestraMate long mate mateIn3 middlegame sacrifice,,-0.65625,-0.6875,0.0,-1.0
,,0.67634398879312,0.11469502650204388,0.15280271487851738,0.9386722746038861,h6g6,h6g6,h6h8,sacrifice,,-4.0,-4.0,-5.0,-1.0,0.5625,,0.0625,0.125,0.625,0.0625,1.6697367178034825,07KSG,e2d2,2187,0.4249612654899433,advantage attraction exposedKing kingsideAttack long middlegame pin sacrifice,,-0.5,-0.4375,0.0625,-0.5
,,-0.20062232431271465,-0.3997900666170139,0.0,-0.20062232431271465,g6f6,g6f6,g6g8,sacrifice,,0.0,0.0,-5.0,0.0,1.0,,0.0,0.03125,1.0,0.03125,-0.0,0C45d,e4g4,1906,0.999999999997836,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,,-1.0,-0.96875,0.0,-0.96875
,,0.33925883421087066,0.2734618405063691,-0.020205694795371265,0.35955207494897756,d6e5,d6e5,d6g3,sacrifice,,0.0,0.0,0.0,-3.0,0.34375,,0.28125,0.125,0.5625,0.03125,1.746512368250619,08yIb,c6b8,2031,0.127487637064096,advantage attraction deflection discoveredAttack middlegame pin sacrifice veryLong,,-0.0625,-0.21875,0.21875,-0.3125
,,-0.24051307373234132,-0.33044559118789096,0.4379965329774784,-0.36420544935839083,e5d4,e5d4,f6e4,sacrifice,,-2.0,-2.0,-2.0,0.0,0.53125,,0.3125,0.3125,0.5625,0.125,1.903234100759607,08B1A,d8e7,1859,0.11099157117607991,advantage clearance exposedKing long opening sacrifice,,-0.21875,-0.21875,0.03125,-0.40625
,,0.41353261230059823,0.09863846215584515,0.1653509425917543,0.6935682971060482,f5h6,f5h6,d5f7,sacrifice,,0.0,0.0,1.0,-3.0,0.46875,,0.21875,0.125,0.625,0.09375,1.7683751799593277,0AP1F,b2a3,1920,0.22218451790132143,advantage attraction endgame fork long sacrifice,,-0.25,-0.34375,0.15625,-0.375
,,-0.148240741903221,0.05689234924740472,0.6450116951359712,0.07736178774907954,g1g4,g1g4,f5f6,sacrifice,,0.0,0.0,-2.0,0.0,0.34375,,0.28125,0.15625,0.5625,0.125,2.1127361177297614,0ABEd,f5b5,2212,0.1956730342559634,crushing endgame long sacrifice,,-0.0625,-0.1875,0.21875,-0.21875
,,-0.255746856014041,-0.23508941923430826,0.08478261006865795,-0.035573523614343516,g7g6,g7g6,f4g3,sacrifice,,0.0,0.0,0.0,0.0,0.53125,,0.125,0.09375,0.53125,0.09375,1.815836241943048,09x2v,f8f6,1876,0.20261503759669053,crushing discoveredAttack endgame pin sacrifice veryLong,,-0.40625,-0.4375,0.0,-0.4375
,,-1.7107910416549492,-1.351163221277726,0.20062232431271465,-0.3968323988529231,d4f3,d4f3,d4e2,sacrifice,,0.0,0.0,0.0,-9.0,0.96875,,0.3125,0.5625,1.0,0.03125,0.20062232431271465,0BSZ7,d4b5,2171,0.4803429561247037,discoveredCheck doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,,-0.65625,-0.40625,0.03125,-0.9375
,,0.5425994586780947,0.11085274348910268,0.3889679584048853,0.6262218755408672,b5c6,b5c6,e7b7,sacrifice,,0.0,0.0,-4.0,-5.0,0.5625,,0.15625,0.21875,0.53125,0.0625,1.5517855455904406,0B8Xh,f1d1,2047,0.1602765669231318,attraction crushing deflection middlegame queensideAttack sacrifice veryLong,,-0.40625,-0.34375,-0.03125,-0.5
,,-0.8125,-0.7669435477030311,0.5936026623933487,-0.21514550352419493,e2c3,e2c3,c4e5,sacrifice,,0.0,0.0,-3.0,0.0,0.8125,,0.40625,0.34375,0.9375,0.15625,0.9933927290103626,0AOHu,d2e1,1916,0.2817329636979919,crushing deflection long middlegame sacrifice skewer,,-0.40625,-0.46875,0.125,-0.65625
,,-1.3100562489182657,-2.005369208880387,0.0,-0.4488644887230294,h3f5,h3f5,h3h2,sacrifice,,0.0,0.0,-8.0,-8.0,1.0,,0.375,0.375,1.0,0.09375,-0.0,0CKzc,h4g3,1949,0.418821231069911,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,,-0.625,-0.625,0.0,-0.90625
,,-0.4138132053991017,0.04203056149832518,0.08406628172082331,0.7532065447740172,e1e4,d3c4,d3e4,sacrifice,,-4.0,1.0,-2.0,-3.0,0.65625,,0.1875,0.0625,0.625,0.0625,1.4842709879736136,0A1vf,c1d1,2123,0.18566023889704286,advantage clearance middlegame pin sacrifice veryLong,,-0.46875,-0.59375,-0.03125,-0.59375
,,-1.1635002846457883,-1.3890093751988053,0.0,-0.20062232431271465,b7a8,b7a8,c1c8,sacrifice,,0.0,0.0,-5.0,-3.0,1.0,,0.28125,0.09375,1.0,0.03125,-0.0,0CA66,g3e2,2175,0.5135889503679227,mate mateIn2 middlegame sacrifice short,,-0.71875,-0.90625,0.0,-0.96875
,,-1.5938548967005404,-1.792654957849531,-0.20062232431271465,-0.3997900666170139,g5g6,g5g6,h1h7,sacrifice,,-1.0,-1.0,-4.0,0.0,1.0,,0.53125,0.40625,0.96875,0.0,-0.0,0CYaa,e6h3,1936,0.22592857618062895,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,,-0.46875,-0.59375,-0.03125,-1.0
,,0.04691286968753183,0.07469873517384973,0.6545442566755848,0.7812467490211106,f7g5,f7g5,e8h8,sacrifice,,0.0,0.0,0.0,-1.0,0.53125,,0.25,0.09375,0.71875,0.09375,1.85605363187439,0BNWh,h3h4,1989,0.3091188495803719,advantage endgame sacrifice skewer veryLong,,-0.28125,-0.4375,0.1875,-0.4375
,,-0.9093051474789395,-0.8262499601441813,0.29683387933357874,-0.8682805216425065,a8d8,a8d8,f5f3,sacrifice,,0.0,0.0,-2.0,-1.0,0.6875,,0.3125,0.4375,0.78125,0.1875,1.1841407621868583,09iHB,g6f7,2148,0.2324688380884185,attraction crushing master masterVsMaster middlegame sacrifice short,,-0.375,-0.25,0.09375,-0.5
,,-1.871512368250619,-2.0312634585807725,0.0,-0.4488644887230294,e5f6,e5f6,g3g7,sacrifice,,3.0,3.0,-8.0,0.0,1.0,,0.4375,0.28125,1.0,0.09375,-0.0,0Bsf6,h3c8,2101,0.3627987332812376,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn4 middlegame pillsburysMate sacrifice veryLong,,-0.5625,-0.71875,0.0,-0.90625
,,0.0870270209846159,-0.11280126482615027,0.0800277941346389,-0.4695964258323122,c8e8,c8e8,g8f7,sacrifice,,0.0,0.0,-5.0,0.0,0.8125,,0.03125,0.0,0.84375,0.0625,0.8180914641842123,0A2Kx,c8e8,1981,0.5879230477531878,crushing defensiveMove exposedKing fork long master middlegame sacrifice,,-0.78125,-0.8125,0.03125,-0.75
,,-0.6431558784658322,-0.9088952079405646,0.19288539544877026,-0.4608057858527237,f6e8,f6g4,c7h2,sacrifice,,0.0,0.0,-8.0,-3.0,0.75,,0.125,0.21875,0.8125,0.15625,1.1626878900165245,09iy5,e7b4,2079,0.4906902606837501,advantage attraction fork long middlegame sacrifice,,-0.625,-0.53125,0.0625,-0.59375
,,-0.03841502968956534,-0.3501935426175582,0.2734936742843186,-0.07582917259494848,b2b4,d1f1,c5d5,sacrifice,,-1.0,0.0,-2.0,-3.0,0.53125,,0.3125,0.25,0.65625,0.125,1.8827646622579322,0931l,f3e1,1926,0.14421200571992168,advantage middlegame pin sacrifice short,,-0.21875,-0.28125,0.125,-0.40625
,,-0.061574470030224315,-0.3769108173812732,0.3577206909759376,0.5575489767867038,f1f5,f1f5,f1f7,sacrifice,,0.0,0.0,-4.0,-1.0,0.59375,,0.09375,0.1875,0.8125,0.0625,1.2261134199863002,0BTnP,d1d4,2359,0.48067415644642664,attraction crushing middlegame quietMove sacrifice veryLong,,-0.5,-0.40625,0.21875,-0.53125
,,0.21548126484522623,0.11545477262331394,0.4896423779940502,1.1803489227680672,f4f5,f4f5,e5f7,sacrifice,,-3.0,-3.0,1.0,-1.0,0.40625,,0.59375,0.5,0.65625,0.0,1.9114133659676638,0ATmS,e5g6,2170,0.06206717762705561,advantage long master middlegame sacrifice,,0.1875,0.09375,0.25,-0.40625
,,-0.6058534444680033,-0.3455980719070282,0.19224251114862123,0.2291031948088491,h4h5,h4h5,d6f7,sacrifice,,-1.0,-1.0,-2.0,-3.0,0.59375,,0.1875,0.21875,0.6875,0.03125,1.5792028044502626,0AiY3,d6b5,1956,0.20992096052867204,crushing deflection endgame exposedKing long sacrifice,,-0.40625,-0.375,0.09375,-0.5625
,,0.1309571432919825,0.20877667440676562,0.7866844858966597,1.9021036266528566,h5h6,h5h6,g3g2,sacrifice,,0.0,0.0,-6.0,-6.0,0.46875,,0.125,0.25,0.71875,0.0,1.9021036266528566,0ArDz,g3f3,1919,0.3897527335304624,advancedPawn advantage endgame master sacrifice veryLong,,-0.34375,-0.21875,0.25,-0.46875
,,-0.9087108976424941,-0.5164924461276442,-0.5718134272947947,0.23873805136815784,e2h5,e2h5,f4f6,sacrifice,,0.0,0.0,0.0,-9.0,0.8125,,0.28125,0.25,0.5625,0.03125,0.9698024945677542,0Auky,e2e4,1930,0.10191146761660261,advantage long middlegame sacrifice,,-0.53125,-0.5625,-0.25,-0.78125
,,1.4892599076281765,1.0119077479405347,0.21624014182950013,1.2236509607442407,h3e3,h3e3,h3h8,sacrifice,,-5.0,-1.0,-5.0,-5.0,0.40625,,0.03125,0.09375,0.40625,0.0625,2.0867146307938143,0AgCb,a2a3,1876,0.39347867677066795,advantage attraction deflection fork long middlegame sacrifice,,-0.375,-0.3125,0.0,-0.34375
,,-0.3978278993770974,-0.491553098908607,0.38827044921761944,0.593395850102045,g5c5,g5c5,g5g2,sacrifice,,0.0,0.0,-4.0,-5.0,0.6875,,0.09375,0.125,0.71875,0.03125,1.3869602933016414,0BLTa,g5g3,2135,0.4043862279477499,attraction crushing kingsideAttack long middlegame sacrifice,,-0.59375,-0.5625,0.03125,-0.65625
,,-0.2832370708552938,0.04859877248062472,0.21109023444260844,0.4534229085389,c3c2,c3c2,h4g4,sacrifice,,0.0,0.0,-4.0,-5.0,0.78125,,0.5625,0.71875,0.78125,0.0625,1.1844873517384964,0CH48,h4h5,1809,0.07496133564150778,advancedPawn crushing endgame long pin promotion rookEndgame sacrifice,,-0.21875,-0.0625,0.0,-0.71875
,,-0.8394734356069651,-0.7310644431995964,0.0,-0.3997900666170139,g6g7,g6g7,c6g2,sacrifice,,0.0,0.0,-2.0,-1.0,1.0,,0.09375,0.0625,1.0,0.0,-0.0,0DMxd,e3d2,1954,0.7692184673273617,attraction kingsideAttack long master mate mateIn3 middlegame sacrifice,,-0.90625,-0.9375,0.0,-1.0
,,-1.1213564167438603,-0.8426162749143604,0.06562079594093362,-0.06116997677970293,h3f5,h3f5,h3g2,sacrifice,,0.0,0.0,-3.0,-1.0,0.78125,,0.3125,0.46875,0.78125,0.15625,1.0748068828532795,07e02,f8f4,2325,0.2106489007969728,advantage attraction fork long middlegame sacrifice,,-0.46875,-0.3125,0.0,-0.625
,,-0.42805186334411593,-0.30929345522598317,0.5136146103741168,-0.29347353564234013,e5e2,e5e2,e5d5,sacrifice,,0.0,0.0,-2.0,0.0,0.5625,,0.125,0.09375,0.6875,0.15625,1.771146483360874,0B04i,e5e4,2158,0.32492818520631883,crushing master middlegame sacrifice short,,-0.4375,-0.46875,0.125,-0.40625
,,-0.8630636700495734,-0.6449742087569881,0.0,-0.20062232431271465,c5d4,c5d4,h4f2,sacrifice,,-1.0,-1.0,-8.0,0.0,1.0,,0.0,0.09375,1.0,0.03125,-0.0,0DR0L,c5e3,1824,0.9999999999963933,kingsideAttack long mate mateIn3 middlegame pin sacrifice,,-1.0,-0.90625,0.0,-0.96875
,,-0.15966418479639244,-0.37865312803420603,0.8283581786329057,0.9740631051964592,f4f1,f4f1,f4e4,sacrifice,,0.0,0.0,-2.0,-3.0,0.28125,,0.1875,0.15625,0.75,0.0,1.8424558342068218,0C673,e3d2,2002,0.35485615212260524,advancedPawn advantage endgame promotion sacrifice veryLong,,-0.09375,-0.125,0.46875,-0.28125
,,-1.1616216105025314,-0.9287065093569686,0.12859462272813382,-1.1245250165121226,f1d1,f1d1,g3h5,sacrifice,,0.0,0.0,-3.0,0.0,0.78125,,0.15625,0.0625,0.8125,0.125,1.0594873517384964,0BjmP,e5b5,2174,0.3778375217284604,crushing endgame fork long quietMove sacrifice,,-0.625,-0.71875,0.03125,-0.65625
,,0.12463053700940718,-0.6121724824210513,-0.24791298485515867,-0.24167139297329143,e3e1,e3e1,d1d5,sacrifice,,-9.0,-9.0,-2.0,-9.0,0.5,,0.15625,0.21875,0.59375,0.15625,1.4480191162672789,0Aaje,e3e1,2163,0.23205545120915566,advantage long opening sacrifice,,-0.34375,-0.28125,0.09375,-0.34375
,,-0.5718134272947947,-0.9601426365753946,-0.6546914643623528,-0.21433826761910402,c4d3,c4d3,b8b2,sacrifice,,0.0,0.0,-4.0,0.0,0.8125,,0.25,0.125,0.28125,0.25,0.9698024945677542,0BO1x,b8b6,1847,0.13208482767717913,attraction crushing discoveredAttack discoveredCheck middlegame sacrifice veryLong,,-0.5625,-0.6875,-0.53125,-0.5625
,,-0.14907327964240769,-0.01959705550019475,0.3651148248619931,0.7006822719893955,g4e3,g4e3,b2g2,sacrifice,,0.0,0.0,-2.0,0.0,0.5,,0.34375,0.46875,0.625,0.03125,1.7098683589017414,0BfvT,g4e5,1822,0.17251664089425256,advantage attraction endgame exposedKing fork long sacrifice,,-0.15625,-0.03125,0.125,-0.46875
,,-0.6639955143904751,-0.2812424396536831,0.125,0.25860972003395866,g5f4,g5f4,e5e6,sacrifice,,-1.0,-1.0,-3.0,-3.0,0.875,,0.0,0.09375,0.875,0.0,0.7935644431995964,0D34H,a7a1,2072,0.7709685611973567,advantage endgame sacrifice short,,-0.875,-0.78125,0.0,-0.875
,,-0.7277001498091686,-1.018332179376287,-0.27359023444260844,0.6866845585405649,e4e7,e4e7,e4c4,sacrifice,,-1.0,-1.0,-9.0,-1.0,0.78125,,0.21875,0.1875,0.78125,0.0,0.8873068828532795,0BapO,h5h4,1879,0.30347853622822163,crushing endgame sacrifice short,,-0.5625,-0.59375,0.0,-0.78125
,,-1.9575547988658986,-2.1437471744919483,0.0,-0.3372900666170139,g3e2,g3e2,g3f1,sacrifice,,3.0,3.0,0.0,0.0,1.0,,0.25,0.21875,1.0,0.0625,-0.0,0D58e,f7f6,2037,0.5487949406925132,discoveredCheck doubleCheck long mate mateIn3 middlegame sacrifice,,-0.75,-0.78125,0.0,-0.9375
,,-1.5306390622295662,-1.6493974703476995,0.0,0.0,g5f3,g5f3,f8f4,sacrifice,,0.0,0.0,-3.0,0.0,1.0,,0.0625,0.0625,1.0,0.0,-0.0,0FUL2,f2c5,2353,0.8285353655835932,endgame long mate mateIn3 pin sacrifice,,-0.9375,-0.9375,0.0,-1.0
,,-1.2575318729867573,-1.1334321011224375,0.0,-1.1511135511938806,f2g2,f2g2,f2f1,sacrifice,,-4.0,-4.0,-5.0,-9.0,1.0,,0.21875,0.375,1.0,0.40625,-0.0,0EEFr,g8f7,2083,0.586262467478704,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,,-0.78125,-0.625,0.0,-0.59375
,,-0.2426279340113826,0.038242326692886186,0.37907507228411585,-0.14289114557024485,f5f6,f5f6,g3h3,sacrifice,,0.0,0.0,-4.0,0.0,0.53125,,0.15625,0.125,0.6875,0.125,1.7660353655857572,0Cb7u,f5h7,1883,0.28261150284867864,crushing deflection endgame sacrifice veryLong,,-0.375,-0.40625,0.15625,-0.40625
,,-1.076597655573916,-0.9698024945677542,0.0,-0.6449742087569881,a4b5,a4b5,c6b7,sacrifice,,0.0,0.0,-2.0,-9.0,1.0,,0.1875,0.09375,1.0,0.09375,-0.0,0DZDW,f4e5,1864,0.6263832733333157,attraction long mate mateIn3 middlegame queensideAttack sacrifice,,-0.8125,-0.90625,0.0,-0.90625
,,0.19920844657654446,0.7172214069427851,0.1009951259216153,0.9262386917771329,f2f3,f2f3,f2f6,sacrifice,,0.0,0.0,-2.0,-5.0,0.46875,,0.21875,0.21875,0.5,0.0625,1.8518023618267063,0CIMS,a1e1,1997,0.07278147360459519,advantage long middlegame sacrifice,,-0.25,-0.25,0.03125,-0.40625
,,-0.30518258382607355,-0.5076845660258824,0.6040077741831191,-0.453772818268682,d2f4,d2f4,d2d4,sacrifice,,0.0,0.0,-6.0,0.0,0.5625,,0.40625,0.21875,0.78125,0.21875,1.6788146570363986,0CnB0,d2a5,1910,0.11599990275483807,crushing fork long middlegame sacrifice,,-0.15625,-0.34375,0.21875,-0.34375
,,0.3058510118798625,0.4523038840501963,0.6840990450563582,1.4027017074497068,g3e1,g3e1,h2g4,sacrifice,,0.0,0.0,-2.0,-8.0,0.59375,,0.125,0.09375,0.8125,0.0,1.7399917740667208,0CWVn,g3e5,1949,0.499232342896224,advantage exposedKing long middlegame sacrifice,,-0.46875,-0.5,0.21875,-0.59375
,,-1.701895941975918,-1.4617811171139254,0.20062232431271465,-0.24824216441031477,a4a5,a4a5,b2g7,sacrifice,,-1.0,-1.0,-2.0,-9.0,0.96875,,0.5,0.625,1.0,0.09375,0.20062232431271465,0EQu4,d2a5,1924,0.3112781244562475,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,,-0.46875,-0.34375,0.03125,-0.875
,,0.0915138889406415,0.27693212898668995,0.04102978456060602,0.3285562767825181,c1d2,c1d2,g5g7,sacrifice,,0.0,0.0,-4.0,0.0,0.28125,,0.375,0.5625,0.5,0.25,1.9313493156753891,0D4Kj,b2b4,2385,0.02772539409132218,attraction crushing deflection kingsideAttack long middlegame sacrifice,,0.09375,0.28125,0.21875,-0.03125
,,-0.03498173371136715,-0.21818686605689508,0.17715417850854043,1.226824405193168,d4d5,d4d5,h4f5,sacrifice,,-1.0,-1.0,-2.0,-9.0,0.625,,0.3125,0.34375,0.6875,0.0,1.5641144718101818,0BRDr,d1d3,1887,0.1692018972385042,advantage long middlegame pin sacrifice,,-0.3125,-0.28125,0.0625,-0.625
,,-0.43248028365900004,-0.3455828133113006,0.569637108162069,-0.054359487718066424,h7h5,h7h5,c5f2,sacrifice,,0.0,0.0,-2.0,0.0,0.5625,,0.15625,0.25,0.71875,0.15625,1.8572367178034825,0AyuM,b7b5,1903,0.28495300529555134,crushing kingsideAttack long opening sacrifice trappedPiece,,-0.40625,-0.3125,0.15625,-0.40625
,,-0.3910836632899466,-0.6243229551408009,-0.18238888222488314,-0.24266672362315744,b3b4,b3b4,c5b6,sacrifice,,-1.0,-1.0,-2.0,-1.0,0.5625,,0.375,0.25,0.53125,0.3125,1.6142855455904406,0CxzB,e2a6,2059,0.059801890286941765,advantage long master middlegame sacrifice skewer,,-0.1875,-0.3125,-0.03125,-0.25
,,0.47770729005978785,0.42740602523363735,-0.03652055656001996,1.4130618253800558,c6c2,c6c2,h4h2,sacrifice,,0.0,0.0,-4.0,-8.0,0.59375,,0.0,0.125,0.625,0.03125,1.6136841496927703,0CN2w,b6a5,2043,0.5044986745612814,advantage attraction discoveredAttack kingsideAttack long middlegame sacrifice,,-0.59375,-0.46875,0.03125,-0.5625
,,-1.9945708027473967,-2.1442475629608078,0.0,-0.9308927290103626,d5c6,d5c6,e4e8,sacrifice,,3.0,3.0,0.0,0.0,1.0,,0.21875,0.25,1.0,0.03125,-0.0,0FALL,a6d3,2332,0.5862624674779826,attraction master mate mateIn4 middlegame pillsburysMate sacrifice veryLong,,-0.78125,-0.75,0.0,-0.96875
,,-0.8304825836900132,-0.5950767722414076,0.7361867930159686,0.9353545353202678,d6d5,d6d5,d4c5,sacrifice,,-6.0,-6.0,0.0,-9.0,0.75,,0.375,0.53125,0.9375,0.0,1.1359768596329824,0DI4p,e2c4,2149,0.29958583503169917,advantage long middlegame pin sacrifice,,-0.375,-0.21875,0.1875,-0.75
