regime,final_collapse_kl,max_collapse_burst,max_q_representation_jump,burst_jump_correlation,peak_alignment,learned_representation_bridge_score,ptc_gated_contextual_bridge_score,rescue_success_rate,bridge_success_rate,natural_trigger_rate,trigger_choice_tension,selective_trigger_score,trigger_specificity_js_bits,potential_effective_modes,ptc_endogenous_emergence_score
pure_team,5.609085722983041,5.609085722983041,1.6723042557138228,0.979942367130877,1.0,9.191955364747935,18.38391072941932,0.5,0.5,0.5,1.0,1.0,0.9999999999978361,1.999999999996,1.9999999999916722
dense_shaping,5.266313889707616,5.42146376837789,1.5400104598321964,0.9811296929383782,1.0,8.191560624322946,16.092754028948168,0.4577777777777778,0.5422222222222223,0.4577777777777778,0.992869135802469,0.9928691358024693,0.9999999999978361,1.992873364140118,1.9786624548132765
uncertain_preference,4.731015998884109,5.415882500363864,1.2581535299834234,0.29935947927597245,0.5,1.0199194950219737,0.5343282588151709,0.3333333333333333,0.3377777777777778,0.3333333333333333,0.888888888888889,0.45037037037037037,0.4362439768274313,2.9998222222130564,1.1632483342164677
random_noise,5.061009230429086,5.313781191098196,1.5657845453441643,0.820341702798564,1.0,6.825436950502159,4.501401908920237,0.4822222222222222,0.4988888888888889,0.4822222222222222,0.9987358024691358,0.9623012345679012,0.31658283363196094,2.167545925088957,0.6853403287464723
