regime,t,utility,guidance,stability,nondecomposable,rep_x,rep_y,p_selfish,p_direct_team,p_trigger_success,p_noise,collapse_kl,collapse_burst,representation_jump
ordinary_gradual,77.0,0.7,0.75,0.85,0.25,-0.18373417721518986,0.7697974683544304,0.02582278481012659,0.8835443037974684,0.04531645569620254,0.04531645569620254,1.3013865921165972,0.03711573649241173,0.008303922891920931
ordinary_gradual,78.0,0.7,0.75,0.85,0.25,-0.18936708860759496,0.7758987341772152,0.02291139240506328,0.8917721518987343,0.042658227848101256,0.042658227848101256,1.3395376121825389,0.03815102006594162,0.00830392289192097
ordinary_gradual,79.0,0.7,0.75,0.85,0.25,-0.195,0.782,0.02,0.9,0.04,0.04,1.3788115969219825,0.03927398473944366,0.008303922891920931
reward_shaped,0.0,0.85,0.95,0.96,0.2,0.25,0.3,0.25,0.25,0.25,0.25,0.0,0.0,0.0
reward_shaped,1.0,0.85,0.95,0.96,0.2,0.24239556962025316,0.3082367088607595,0.24606962025316456,0.2611075949367089,0.2464113924050633,0.2464113924050633,0.0004703208200503538,0.0004703208200503538,0.011210295904093288
reward_shaped,2.0,0.85,0.95,0.96,0.2,0.23479113924050635,0.31647341772151905,0.24213924050632912,0.27221518987341775,0.2428227848101266,0.2428227848101266,0.0018639277097424571,0.0013936068896921033,0.01121029590409331
reward_shaped,3.0,0.85,0.95,0.96,0.2,0.22718670886075948,0.32471012658227844,0.23820886075949366,0.28332278481012657,0.23923417721518986,0.23923417721518986,0.004156679123900383,0.002292751414157926,0.011210295904093226
reward_shaped,4.0,0.85,0.95,0.96,0.2,0.21958227848101264,0.332946835443038,0.23427848101265822,0.29443037974683545,0.23564556962025315,0.23564556962025315,0.007326733643158816,0.0031700545192584334,0.01121029590409333
reward_shaped,5.0,0.85,0.95,0.96,0.2,0.2119778481012658,0.3411835443037975,0.23034810126582278,0.3055379746835443,0.23205696202531645,0.23205696202531645,0.011354307961938138,0.004027574318779321,0.011210295904093288
reward_shaped,6.0,0.85,0.95,0.96,0.2,0.20437341772151899,0.349420253164557,0.22641772151898734,0.31664556962025314,0.22846835443037974,0.22846835443037974,0.01622147126739392,0.004867163305455783,0.01121029590409327
reward_shaped,7.0,0.85,0.95,0.96,0.2,0.19676898734177217,0.35765696202531644,0.2224873417721519,0.327753164556962,0.22487974683544304,0.22487974683544304,0.021911969709709433,0.005690498442315513,0.011210295904093228
reward_shaped,8.0,0.85,0.95,0.96,0.2,0.1891645569620253,0.36589367088607594,0.21855696202531644,0.3388607594936709,0.2212911392405063,0.2212911392405063,0.02841107595593497,0.0064991062462255375,0.011210295904093306
reward_shaped,9.0,0.85,0.95,0.96,0.2,0.18156012658227844,0.37413037974683544,0.214626582278481,0.34996835443037977,0.2177025316455696,0.2177025316455696,0.035705459815535884,0.007294383859600913,0.011210295904093306
reward_shaped,10.0,0.85,0.95,0.96,0.2,0.17395569620253162,0.38236708860759494,0.21069620253164556,0.36107594936708864,0.2141139240506329,0.2141139240506329,0.04378307670129858,0.008077616885762695,0.01121029590409327
reward_shaped,11.0,0.85,0.95,0.96,0.2,0.1663512658227848,0.3906037974683544,0.20676582278481012,0.37218354430379746,0.2105253164556962,0.2105253164556962,0.052633071298774266,0.008849994597475687,0.011210295904093228
reward_shaped,12.0,0.85,0.95,0.96,0.2,0.15874683544303797,0.3988405063291139,0.20283544303797468,0.38329113924050634,0.2069367088607595,0.2069367088607595,0.062245694300855435,0.00961262300208117,0.011210295904093288
reward_shaped,13.0,0.85,0.95,0.96,0.2,0.15114240506329116,0.4070772151898734,0.19890506329113924,0.39439873417721516,0.20334810126582278,0.20334810126582278,0.07261223045087911,0.010366536150023677,0.01121029590409327
reward_shaped,14.0,0.85,0.95,0.96,0.2,0.1435379746835443,0.41531392405063294,0.1949746835443038,0.4055063291139241,0.19975949367088608,0.19975949367088608,0.0837249364498543,0.011112705998975195,0.011210295904093347
reward_shaped,15.0,0.85,0.95,0.96,0.2,0.13593354430379745,0.42355063291139244,0.19104430379746834,0.4166139240506329,0.19617088607594935,0.19617088607594935,0.09557698753763305,0.011852051087778745,0.011210295904093288
reward_shaped,16.0,0.85,0.95,0.96,0.2,0.12832911392405064,0.43178734177215194,0.1871139240506329,0.4277215189873418,0.19258227848101267,0.19258227848101267,0.10816243176680337,0.012585444229170323,0.01121029590409327
reward_shaped,17.0,0.85,0.95,0.96,0.2,0.1207246835443038,0.4400240506329114,0.18318354430379746,0.43882911392405066,0.18899367088607597,0.18899367088607597,0.12147615116147248,0.013313719394669105,0.011210295904093247
reward_shaped,18.0,0.85,0.95,0.96,0.2,0.11312025316455694,0.4482607594936709,0.179253164556962,0.4499367088607595,0.18540506329113923,0.18540506329113923,0.13551382909861942,0.014037677937146942,0.011210295904093297
reward_shaped,19.0,0.85,0.95,0.96,0.2,0.10551582278481013,0.4564974683544304,0.1753227848101266,0.46104430379746836,0.18181645569620256,0.18181645569620256,0.15027192337321116,0.014758094274591738,0.01121029590409327
reward_shaped,20.0,0.85,0.95,0.96,0.2,0.09791139240506326,0.4647341772151899,0.17139240506329112,0.47215189873417723,0.17822784810126582,0.17822784810126582,0.16574764451463744,0.015475721141426285,0.011210295904093306
reward_shaped,21.0,0.85,0.95,0.96,0.2,0.09030696202531649,0.47297088607594934,0.1674620253164557,0.48325949367088605,0.17463924050632915,0.17463924050632915,0.18193893901506092,0.016191294500423475,0.0112102959040932
