Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
[cramped_room s8801] steps 1353728 sparse20 137.0 potter0 0.65 (779.9s)
[cramped_room s8801] steps 1355776 sparse20 138.0 potter0 0.7 (781.1s)
[cramped_room s8801] steps 1357824 sparse20 138.0 potter0 0.75 (782.2s)
[cramped_room s8801] steps 1359872 sparse20 136.0 potter0 0.75 (783.3s)
[cramped_room s8801] steps 1361920 sparse20 135.0 potter0 0.75 (784.5s)
[cramped_room s8801] steps 1363968 sparse20 132.0 potter0 0.65 (785.6s)
[cramped_room s8801] steps 1366016 sparse20 134.0 potter0 0.6 (786.7s)
[cramped_room s8801] steps 1368064 sparse20 128.0 potter0 0.6 (787.9s)
[cramped_room s8801] steps 1370112 sparse20 122.0 potter0 0.65 (789.0s)
[cramped_room s8801] steps 1372160 sparse20 125.0 potter0 0.65 (790.1s)
[cramped_room s8801] steps 1374208 sparse20 127.0 potter0 0.65 (791.3s)
[cramped_room s8801] steps 1376256 sparse20 134.0 potter0 0.65 (792.4s)
[cramped_room s8801] steps 1378304 sparse20 136.0 potter0 0.6 (793.5s)
[cramped_room s8801] steps 1380352 sparse20 136.0 potter0 0.55 (794.7s)
[cramped_room s8801] steps 1382400 sparse20 127.0 potter0 0.55 (795.8s)
[cramped_room s8801] steps 1384448 sparse20 120.0 potter0 0.6 (797.0s)
[cramped_room s8801] steps 1386496 sparse20 120.0 potter0 0.75 (798.1s)
[cramped_room s8801] steps 1388544 sparse20 126.0 potter0 0.8 (799.2s)
[cramped_room s8801] steps 1390592 sparse20 129.0 potter0 0.9 (800.4s)
[cramped_room s8801] steps 1392640 sparse20 129.0 potter0 0.85 (801.6s)
[cramped_room s8801] steps 1394688 sparse20 130.0 potter0 0.8 (802.7s)
[cramped_room s8801] steps 1396736 sparse20 125.0 potter0 0.75 (803.8s)
[cramped_room s8801] steps 1398784 sparse20 121.0 potter0 0.75 (805.0s)
[cramped_room s8801] steps 1400832 sparse20 125.0 potter0 0.75 (806.1s)
[cramped_room s8801] steps 1402880 sparse20 127.0 potter0 0.6 (807.2s)
[cramped_room s8801] steps 1404928 sparse20 129.0 potter0 0.5 (808.4s)
[cramped_room s8801] steps 1406976 sparse20 135.0 potter0 0.6 (809.5s)
[cramped_room s8801] steps 1409024 sparse20 135.0 potter0 0.6 (810.6s)
[cramped_room s8801] steps 1411072 sparse20 129.0 potter0 0.7 (811.8s)
[cramped_room s8801] steps 1413120 sparse20 127.0 potter0 0.8 (812.9s)
[cramped_room s8801] steps 1415168 sparse20 122.0 potter0 0.8 (814.0s)
[cramped_room s8801] steps 1417216 sparse20 128.0 potter0 0.7 (815.1s)
[cramped_room s8801] steps 1419264 sparse20 128.0 potter0 0.75 (816.3s)
[cramped_room s8801] steps 1421312 sparse20 130.0 potter0 0.7 (817.4s)
[cramped_room s8801] steps 1423360 sparse20 138.0 potter0 0.65 (818.5s)
[cramped_room s8801] steps 1425408 sparse20 129.0 potter0 0.55 (819.7s)
[cramped_room s8801] steps 1427456 sparse20 130.0 potter0 0.45 (820.8s)
[cramped_room s8801] steps 1429504 sparse20 121.0 potter0 0.4 (821.9s)
[cramped_room s8801] steps 1431552 sparse20 115.0 potter0 0.4 (823.0s)
[cramped_room s8801] steps 1433600 sparse20 118.0 potter0 0.5 (824.2s)
[cramped_room s8801] steps 1435648 sparse20 113.0 potter0 0.55 (825.3s)
[cramped_room s8801] steps 1437696 sparse20 111.0 potter0 0.65 (826.5s)
[cramped_room s8801] steps 1439744 sparse20 113.0 potter0 0.75 (827.6s)
[cramped_room s8801] steps 1441792 sparse20 106.0 potter0 0.75 (828.7s)
[cramped_room s8801] steps 1443840 sparse20 104.0 potter0 0.75 (830.0s)
[cramped_room s8801] steps 1445888 sparse20 109.0 potter0 0.7 (831.1s)
[cramped_room s8801] steps 1447936 sparse20 103.0 potter0 0.5 (832.2s)
[cramped_room s8801] steps 1449984 sparse20 112.0 potter0 0.45 (833.4s)
[cramped_room s8801] steps 1452032 sparse20 123.0 potter0 0.35 (834.5s)
[cramped_room s8801] steps 1454080 sparse20 132.0 potter0 0.3 (835.6s)
[cramped_room s8801] steps 1456128 sparse20 138.0 potter0 0.35 (836.8s)
[cramped_room s8801] steps 1458176 sparse20 136.0 potter0 0.35 (837.9s)
[cramped_room s8801] steps 1460224 sparse20 133.0 potter0 0.4 (839.0s)
[cramped_room s8801] steps 1462272 sparse20 131.0 potter0 0.3 (840.2s)
[cramped_room s8801] steps 1464320 sparse20 126.0 potter0 0.25 (841.3s)
[cramped_room s8801] steps 1466368 sparse20 132.0 potter0 0.3 (842.4s)
[cramped_room s8801] steps 1468416 sparse20 133.0 potter0 0.3 (843.6s)
[cramped_room s8801] steps 1470464 sparse20 135.0 potter0 0.4 (844.7s)
[cramped_room s8801] steps 1472512 sparse20 144.0 potter0 0.55 (845.8s)
[cramped_room s8801] steps 1474560 sparse20 139.0 potter0 0.6 (847.0s)
[cramped_room s8801] steps 1476608 sparse20 141.0 potter0 0.6 (848.1s)
[cramped_room s8801] steps 1478656 sparse20 135.0 potter0 0.55 (849.3s)
[cramped_room s8801] steps 1480704 sparse20 132.0 potter0 0.35 (850.4s)
[cramped_room s8801] steps 1482752 sparse20 128.0 potter0 0.3 (851.5s)
[cramped_room s8801] steps 1484800 sparse20 114.0 potter0 0.25 (852.7s)
[cramped_room s8801] steps 1486848 sparse20 106.0 potter0 0.35 (853.8s)
[cramped_room s8801] steps 1488896 sparse20 104.0 potter0 0.45 (855.2s)
[cramped_room s8801] steps 1490944 sparse20 108.0 potter0 0.45 (856.6s)
[cramped_room s8801] steps 1492992 sparse20 122.0 potter0 0.4 (857.9s)
[cramped_room s8801] steps 1495040 sparse20 123.0 potter0 0.4 (859.1s)
[cramped_room s8801] steps 1497088 sparse20 121.0 potter0 0.4 (860.3s)
[cramped_room s8801] steps 1499136 sparse20 127.0 potter0 0.4 (861.5s)
[cramped_room s8801] steps 1501184 sparse20 127.0 potter0 0.45 (862.6s)
[cramped_room s8801] steps 1503232 sparse20 131.0 potter0 0.35 (863.8s)
[cramped_room s8801] steps 1505280 sparse20 123.0 potter0 0.35 (864.9s)
[cramped_room s8801] steps 1507328 sparse20 118.0 potter0 0.25 (866.1s)
[cramped_room s8801] steps 1509376 sparse20 111.0 potter0 0.3 (867.2s)
[cramped_room s8801] steps 1511424 sparse20 118.0 potter0 0.3 (868.4s)
[cramped_room s8801] steps 1513472 sparse20 126.0 potter0 0.35 (869.5s)
[cramped_room s8801] steps 1515520 sparse20 131.0 potter0 0.45 (870.7s)
[cramped_room s8801] steps 1517568 sparse20 133.0 potter0 0.55 (871.8s)
[cramped_room s8801] steps 1519616 sparse20 130.0 potter0 0.65 (873.0s)
[cramped_room s8801] steps 1521664 sparse20 129.0 potter0 0.75 (874.2s)
[cramped_room s8801] steps 1523712 sparse20 124.0 potter0 0.6 (875.3s)
[cramped_room s8801] steps 1525760 sparse20 122.0 potter0 0.5 (876.5s)
[cramped_room s8801] steps 1527808 sparse20 126.0 potter0 0.5 (877.6s)
[cramped_room s8801] steps 1529856 sparse20 125.0 potter0 0.45 (878.7s)
[cramped_room s8801] steps 1531904 sparse20 129.0 potter0 0.55 (879.9s)
[cramped_room s8801] steps 1533952 sparse20 137.0 potter0 0.6 (881.0s)
[cramped_room s8801] steps 1536000 sparse20 134.0 potter0 0.55 (882.1s)
[cramped_room s8801] steps 1538048 sparse20 134.0 potter0 0.65 (883.3s)
[cramped_room s8801] steps 1540096 sparse20 133.0 potter0 0.45 (884.4s)
[cramped_room s8801] steps 1542144 sparse20 128.0 potter0 0.4 (885.5s)
[cramped_room s8801] steps 1544192 sparse20 132.0 potter0 0.35 (886.7s)
[cramped_room s8801] steps 1546240 sparse20 133.0 potter0 0.4 (887.8s)
[cramped_room s8801] steps 1548288 sparse20 132.0 potter0 0.5 (888.9s)
[cramped_room s8801] steps 1550336 sparse20 133.0 potter0 0.5 (890.2s)
[cramped_room s8801] steps 1552384 sparse20 129.0 potter0 0.45 (891.3s)
[cramped_room s8801] steps 1554432 sparse20 132.0 potter0 0.35 (892.4s)
[cramped_room s8801] steps 1556480 sparse20 139.0 potter0 0.4 (893.6s)
[cramped_room s8801] steps 1558528 sparse20 143.0 potter0 0.35 (894.7s)
[cramped_room s8801] steps 1560576 sparse20 146.0 potter0 0.45 (895.9s)
[cramped_room s8801] steps 1562624 sparse20 146.0 potter0 0.4 (897.0s)
[cramped_room s8801] steps 1564672 sparse20 140.0 potter0 0.3 (898.1s)
[cramped_room s8801] steps 1566720 sparse20 148.0 potter0 0.35 (899.3s)
[cramped_room s8801] steps 1568768 sparse20 144.0 potter0 0.3 (900.4s)
[cramped_room s8801] steps 1570816 sparse20 145.0 potter0 0.35 (901.6s)
[cramped_room s8801] steps 1572864 sparse20 149.0 potter0 0.45 (902.7s)
[cramped_room s8801] steps 1574912 sparse20 146.0 potter0 0.4 (903.8s)
[cramped_room s8801] steps 1576960 sparse20 145.0 potter0 0.35 (905.0s)
[cramped_room s8801] steps 1579008 sparse20 144.0 potter0 0.3 (906.1s)
[cramped_room s8801] steps 1581056 sparse20 132.0 potter0 0.25 (907.2s)
[cramped_room s8801] steps 1583104 sparse20 126.0 potter0 0.3 (908.4s)
[cramped_room s8801] steps 1585152 sparse20 130.0 potter0 0.5 (909.5s)
[cramped_room s8801] steps 1587200 sparse20 125.0 potter0 0.5 (910.7s)
[cramped_room s8801] steps 1589248 sparse20 130.0 potter0 0.4 (911.8s)
[cramped_room s8801] steps 1591296 sparse20 125.0 potter0 0.45 (912.9s)
[cramped_room s8801] steps 1593344 sparse20 120.0 potter0 0.4 (914.1s)
[cramped_room s8801] steps 1595392 sparse20 119.0 potter0 0.35 (915.2s)
[cramped_room s8801] steps 1597440 sparse20 125.0 potter0 0.35 (916.3s)
[cramped_room s8801] steps 1599488 sparse20 129.0 potter0 0.25 (917.5s)
[cramped_room s8801] steps 1601536 sparse20 137.0 potter0 0.25 (918.6s)
[cramped_room s8801] steps 1603584 sparse20 144.0 potter0 0.35 (919.8s)
[cramped_room s8801] steps 1605632 sparse20 144.0 potter0 0.45 (921.0s)
[cramped_room s8801] steps 1607680 sparse20 147.0 potter0 0.5 (922.1s)
[cramped_room s8801] steps 1609728 sparse20 142.0 potter0 0.4 (923.2s)
[cramped_room s8801] steps 1611776 sparse20 135.0 potter0 0.35 (924.4s)
[cramped_room s8801] steps 1613824 sparse20 130.0 potter0 0.35 (925.5s)
[cramped_room s8801] steps 1615872 sparse20 126.0 potter0 0.25 (926.6s)
[cramped_room s8801] steps 1617920 sparse20 127.0 potter0 0.25 (927.7s)
[cramped_room s8801] steps 1619968 sparse20 130.0 potter0 0.25 (928.9s)
[cramped_room s8801] steps 1622016 sparse20 122.0 potter0 0.3 (930.0s)
[cramped_room s8801] steps 1624064 sparse20 124.0 potter0 0.4 (931.1s)
[cramped_room s8801] steps 1626112 sparse20 127.0 potter0 0.4 (932.3s)
[cramped_room s8801] steps 1628160 sparse20 129.0 potter0 0.35 (933.4s)
[cramped_room s8801] steps 1630208 sparse20 135.0 potter0 0.35 (934.5s)
[cramped_room s8801] steps 1632256 sparse20 131.0 potter0 0.3 (935.7s)
[cramped_room s8801] steps 1634304 sparse20 134.0 potter0 0.3 (936.9s)
[cramped_room s8801] steps 1636352 sparse20 131.0 potter0 0.3 (938.1s)
[cramped_room s8801] steps 1638400 sparse20 131.0 potter0 0.25 (939.3s)
[cramped_room s8801] steps 1640448 sparse20 129.0 potter0 0.35 (940.5s)
[cramped_room s8801] steps 1642496 sparse20 126.0 potter0 0.35 (941.7s)
[cramped_room s8801] steps 1644544 sparse20 132.0 potter0 0.4 (942.9s)
[cramped_room s8801] steps 1646592 sparse20 133.0 potter0 0.4 (944.1s)
[cramped_room s8801] steps 1648640 sparse20 142.0 potter0 0.35 (945.4s)
[cramped_room s8801] steps 1650688 sparse20 139.0 potter0 0.4 (946.5s)
[cramped_room s8801] steps 1652736 sparse20 140.0 potter0 0.35 (947.8s)
[cramped_room s8801] steps 1654784 sparse20 140.0 potter0 0.3 (949.0s)
[cramped_room s8801] steps 1656832 sparse20 137.0 potter0 0.45 (950.3s)
[cramped_room s8801] steps 1658880 sparse20 144.0 potter0 0.35 (951.4s)
[cramped_room s8801] steps 1660928 sparse20 143.0 potter0 0.4 (952.5s)
[cramped_room s8801] steps 1662976 sparse20 144.0 potter0 0.45 (953.7s)
[cramped_room s8801] steps 1665024 sparse20 144.0 potter0 0.35 (954.8s)
[cramped_room s8801] steps 1667072 sparse20 137.0 potter0 0.5 (955.9s)
[cramped_room s8801] steps 1669120 sparse20 127.0 potter0 0.5 (957.1s)
[cramped_room s8801] steps 1671168 sparse20 118.0 potter0 0.55 (958.2s)
[cramped_room s8801] steps 1673216 sparse20 112.0 potter0 0.65 (959.3s)
[cramped_room s8801] steps 1675264 sparse20 108.0 potter0 0.45 (960.5s)
[cramped_room s8801] steps 1677312 sparse20 110.0 potter0 0.5 (961.6s)
[cramped_room s8801] steps 1679360 sparse20 110.0 potter0 0.45 (962.7s)
[cramped_room s8801] steps 1681408 sparse20 108.0 potter0 0.4 (963.9s)
[cramped_room s8801] steps 1683456 sparse20 103.0 potter0 0.55 (965.0s)
[cramped_room s8801] steps 1685504 sparse20 100.0 potter0 0.45 (966.1s)
[cramped_room s8801] steps 1687552 sparse20 93.0 potter0 0.5 (967.2s)
[cramped_room s8801] steps 1689600 sparse20 98.0 potter0 0.5 (968.4s)
[cramped_room s8801] steps 1691648 sparse20 99.0 potter0 0.45 (969.5s)
[cramped_room s8801] steps 1693696 sparse20 99.0 potter0 0.65 (970.6s)
[cramped_room s8801] steps 1695744 sparse20 95.0 potter0 0.6 (971.8s)
[cramped_room s8801] steps 1697792 sparse20 95.0 potter0 0.7 (972.9s)
[cramped_room s8801] steps 1699840 sparse20 96.0 potter0 0.65 (974.0s)
[cramped_room s8801] steps 1701888 sparse20 94.0 potter0 0.6 (975.2s)
[cramped_room s8801] steps 1703936 sparse20 109.0 potter0 0.65 (976.3s)
[cramped_room s8801] steps 1705984 sparse20 103.0 potter0 0.55 (977.5s)
[cramped_room s8801] steps 1708032 sparse20 100.0 potter0 0.65 (978.6s)
[cramped_room s8801] steps 1710080 sparse20 111.0 potter0 0.45 (979.9s)
[cramped_room s8801] steps 1712128 sparse20 110.0 potter0 0.45 (981.0s)
[cramped_room s8801] steps 1714176 sparse20 116.0 potter0 0.45 (982.1s)
[cramped_room s8801] steps 1716224 sparse20 123.0 potter0 0.4 (983.3s)
[cramped_room s8801] steps 1718272 sparse20 126.0 potter0 0.45 (984.4s)
[cramped_room s8801] steps 1720320 sparse20 131.0 potter0 0.35 (985.6s)
[cramped_room s8801] steps 1722368 sparse20 116.0 potter0 0.35 (986.7s)
[cramped_room s8801] steps 1724416 sparse20 106.0 potter0 0.3 (987.9s)
[cramped_room s8801] steps 1726464 sparse20 93.0 potter0 0.5 (989.0s)
[cramped_room s8801] steps 1728512 sparse20 88.0 potter0 0.6 (990.2s)
[cramped_room s8801] steps 1730560 sparse20 101.0 potter0 0.6 (991.3s)
[cramped_room s8801] steps 1732608 sparse20 101.0 potter0 0.6 (992.5s)
[cramped_room s8801] steps 1734656 sparse20 107.0 potter0 0.55 (993.6s)
[cramped_room s8801] steps 1736704 sparse20 111.0 potter0 0.6 (994.8s)
[cramped_room s8801] steps 1738752 sparse20 108.0 potter0 0.6 (995.9s)
[cramped_room s8801] steps 1740800 sparse20 112.0 potter0 0.6 (997.0s)
[cramped_room s8801] steps 1742848 sparse20 116.0 potter0 0.6 (998.2s)
[cramped_room s8801] steps 1744896 sparse20 113.0 potter0 0.65 (999.3s)
[cramped_room s8801] steps 1746944 sparse20 123.0 potter0 0.75 (1000.5s)
[cramped_room s8801] steps 1748992 sparse20 119.0 potter0 0.75 (1001.6s)
[cramped_room s8801] steps 1751040 sparse20 118.0 potter0 0.75 (1002.7s)
[cramped_room s8801] steps 1753088 sparse20 124.0 potter0 0.7 (1003.9s)
[cramped_room s8801] steps 1755136 sparse20 125.0 potter0 0.7 (1005.0s)
[cramped_room s8801] steps 1757184 sparse20 127.0 potter0 0.7 (1006.2s)
[cramped_room s8801] steps 1759232 sparse20 127.0 potter0 0.65 (1007.3s)
[cramped_room s8801] steps 1761280 sparse20 128.0 potter0 0.6 (1008.5s)
[cramped_room s8801] steps 1763328 sparse20 128.0 potter0 0.65 (1009.7s)
[cramped_room s8801] steps 1765376 sparse20 125.0 potter0 0.6 (1010.9s)
[cramped_room s8801] steps 1767424 sparse20 120.0 potter0 0.6 (1012.0s)
[cramped_room s8801] steps 1769472 sparse20 121.0 potter0 0.7 (1013.2s)
[cramped_room s8801] steps 1771520 sparse20 118.0 potter0 0.65 (1014.3s)
[cramped_room s8801] steps 1773568 sparse20 114.0 potter0 0.75 (1015.5s)
[cramped_room s8801] steps 1775616 sparse20 91.0 potter0 0.75 (1016.6s)
[cramped_room s8801] steps 1777664 sparse20 72.0 potter0 0.8 (1017.7s)
[cramped_room s8801] steps 1779712 sparse20 64.0 potter0 0.75 (1018.9s)
[cramped_room s8801] steps 1781760 sparse20 69.0 potter0 0.75 (1020.0s)
[cramped_room s8801] steps 1783808 sparse20 84.0 potter0 0.8 (1021.2s)
[cramped_room s8801] steps 1785856 sparse20 101.0 potter0 0.8 (1022.3s)
[cramped_room s8801] steps 1787904 sparse20 98.0 potter0 0.8 (1023.4s)
[cramped_room s8801] steps 1789952 sparse20 87.0 potter0 0.75 (1024.6s)
[cramped_room s8801] steps 1792000 sparse20 83.0 potter0 0.8 (1025.7s)
[cramped_room s8801] steps 1794048 sparse20 77.0 potter0 0.7 (1026.8s)
[cramped_room s8801] steps 1796096 sparse20 84.0 potter0 0.6 (1028.0s)
[cramped_room s8801] steps 1798144 sparse20 100.0 potter0 0.65 (1029.1s)
[cramped_room s8801] steps 1800192 sparse20 112.0 potter0 0.65 (1030.3s)
[cramped_room s8801] steps 1802240 sparse20 124.0 potter0 0.7 (1031.4s)
[cramped_room s8801] steps 1804288 sparse20 126.0 potter0 0.85 (1032.5s)
[cramped_room s8801] steps 1806336 sparse20 127.0 potter0 0.8 (1033.7s)
[cramped_room s8801] steps 1808384 sparse20 129.0 potter0 0.65 (1034.8s)
[cramped_room s8801] steps 1810432 sparse20 133.0 potter0 0.6 (1036.0s)
[cramped_room s8801] steps 1812480 sparse20 138.0 potter0 0.55 (1037.1s)
[cramped_room s8801] steps 1814528 sparse20 133.0 potter0 0.55 (1038.3s)
[cramped_room s8801] steps 1816576 sparse20 135.0 potter0 0.55 (1039.5s)
[cramped_room s8801] steps 1818624 sparse20 135.0 potter0 0.65 (1040.6s)
[cramped_room s8801] steps 1820672 sparse20 134.0 potter0 0.7 (1041.8s)
[cramped_room s8801] steps 1822720 sparse20 140.0 potter0 0.75 (1042.9s)
[cramped_room s8801] steps 1824768 sparse20 138.0 potter0 0.8 (1044.1s)
[cramped_room s8801] steps 1826816 sparse20 141.0 potter0 0.7 (1045.2s)
[cramped_room s8801] steps 1828864 sparse20 137.0 potter0 0.65 (1046.4s)
[cramped_room s8801] steps 1830912 sparse20 132.0 potter0 0.65 (1047.5s)
[cramped_room s8801] steps 1832960 sparse20 129.0 potter0 0.6 (1048.7s)
[cramped_room s8801] steps 1835008 sparse20 129.0 potter0 0.55 (1049.8s)
[cramped_room s8801] steps 1837056 sparse20 138.0 potter0 0.6 (1051.0s)
[cramped_room s8801] steps 1839104 sparse20 139.0 potter0 0.6 (1052.1s)
[cramped_room s8801] steps 1841152 sparse20 143.0 potter0 0.55 (1053.3s)
[cramped_room s8801] steps 1843200 sparse20 134.0 potter0 0.55 (1054.4s)
[cramped_room s8801] steps 1845248 sparse20 132.0 potter0 0.6 (1055.6s)
[cramped_room s8801] steps 1847296 sparse20 126.0 potter0 0.6 (1056.8s)
[cramped_room s8801] steps 1849344 sparse20 123.0 potter0 0.65 (1057.9s)
[cramped_room s8801] steps 1851392 sparse20 125.0 potter0 0.75 (1059.1s)
[cramped_room s8801] steps 1853440 sparse20 128.0 potter0 0.75 (1060.2s)
[cramped_room s8801] steps 1855488 sparse20 138.0 potter0 0.7 (1061.3s)
[cramped_room s8801] steps 1857536 sparse20 139.0 potter0 0.65 (1062.5s)
[cramped_room s8801] steps 1859584 sparse20 133.0 potter0 0.65 (1063.6s)
[cramped_room s8801] steps 1861632 sparse20 125.0 potter0 0.7 (1064.7s)
[cramped_room s8801] steps 1863680 sparse20 127.0 potter0 0.75 (1065.9s)
[cramped_room s8801] steps 1865728 sparse20 124.0 potter0 0.75 (1067.0s)
[cramped_room s8801] steps 1867776 sparse20 121.0 potter0 0.75 (1068.1s)
[cramped_room s8801] steps 1869824 sparse20 125.0 potter0 0.55 (1069.4s)
[cramped_room s8801] steps 1871872 sparse20 123.0 potter0 0.55 (1070.5s)
[cramped_room s8801] steps 1873920 sparse20 123.0 potter0 0.55 (1071.6s)
[cramped_room s8801] steps 1875968 sparse20 134.0 potter0 0.5 (1072.8s)
[cramped_room s8801] steps 1878016 sparse20 136.0 potter0 0.7 (1073.9s)
[cramped_room s8801] steps 1880064 sparse20 143.0 potter0 0.75 (1075.0s)
[cramped_room s8801] steps 1882112 sparse20 137.0 potter0 0.8 (1076.2s)
[cramped_room s8801] steps 1884160 sparse20 130.0 potter0 0.8 (1077.3s)
[cramped_room s8801] steps 1886208 sparse20 123.0 potter0 0.65 (1078.4s)
[cramped_room s8801] steps 1888256 sparse20 121.0 potter0 0.6 (1079.6s)
[cramped_room s8801] steps 1890304 sparse20 127.0 potter0 0.6 (1080.7s)
[cramped_room s8801] steps 1892352 sparse20 130.0 potter0 0.7 (1081.8s)
[cramped_room s8801] steps 1894400 sparse20 127.0 potter0 0.85 (1083.0s)
[cramped_room s8801] steps 1896448 sparse20 129.0 potter0 0.8 (1084.1s)
[cramped_room s8801] steps 1898496 sparse20 125.0 potter0 0.75 (1085.3s)
[cramped_room s8801] steps 1900544 sparse20 121.0 potter0 0.6 (1086.4s)
[cramped_room s8801] steps 1902592 sparse20 125.0 potter0 0.6 (1087.6s)
[cramped_room s8801] steps 1904640 sparse20 123.0 potter0 0.6 (1088.7s)
[cramped_room s8801] steps 1906688 sparse20 124.0 potter0 0.6 (1089.9s)
[cramped_room s8801] steps 1908736 sparse20 131.0 potter0 0.65 (1091.1s)
[cramped_room s8801] steps 1910784 sparse20 136.0 potter0 0.55 (1092.2s)
[cramped_room s8801] steps 1912832 sparse20 145.0 potter0 0.6 (1093.4s)
[cramped_room s8801] steps 1914880 sparse20 150.0 potter0 0.5 (1094.6s)
[cramped_room s8801] steps 1916928 sparse20 154.0 potter0 0.45 (1095.7s)
[cramped_room s8801] steps 1918976 sparse20 144.0 potter0 0.6 (1096.9s)
[cramped_room s8801] steps 1921024 sparse20 146.0 potter0 0.55 (1098.0s)
[cramped_room s8801] steps 1923072 sparse20 145.0 potter0 0.55 (1099.3s)
[cramped_room s8801] steps 1925120 sparse20 136.0 potter0 0.7 (1100.5s)
[cramped_room s8801] steps 1927168 sparse20 138.0 potter0 0.5 (1101.6s)
[cramped_room s8801] steps 1929216 sparse20 131.0 potter0 0.65 (1102.8s)
[cramped_room s8801] steps 1931264 sparse20 132.0 potter0 0.7 (1104.0s)
[cramped_room s8801] steps 1933312 sparse20 137.0 potter0 0.65 (1105.1s)
[cramped_room s8801] steps 1935360 sparse20 138.0 potter0 0.75 (1106.3s)
[cramped_room s8801] steps 1937408 sparse20 141.0 potter0 0.65 (1107.5s)
[cramped_room s8801] steps 1939456 sparse20 142.0 potter0 0.65 (1108.6s)
[cramped_room s8801] steps 1941504 sparse20 135.0 potter0 0.6 (1109.8s)
[cramped_room s8801] steps 1943552 sparse20 140.0 potter0 0.6 (1111.0s)
[cramped_room s8801] steps 1945600 sparse20 141.0 potter0 0.65 (1112.5s)
[cramped_room s8801] steps 1947648 sparse20 140.0 potter0 0.7 (1113.8s)
[cramped_room s8801] steps 1949696 sparse20 141.0 potter0 0.9 (1114.9s)
[cramped_room s8801] steps 1951744 sparse20 134.0 potter0 0.9 (1116.1s)
[cramped_room s8801] steps 1953792 sparse20 130.0 potter0 0.85 (1117.2s)
[cramped_room s8801] steps 1955840 sparse20 127.0 potter0 0.8 (1118.4s)
[cramped_room s8801] steps 1957888 sparse20 131.0 potter0 0.7 (1119.5s)
[cramped_room s8801] steps 1959936 sparse20 136.0 potter0 0.75 (1120.7s)
[cramped_room s8801] steps 1961984 sparse20 135.0 potter0 0.8 (1121.8s)
[cramped_room s8801] steps 1964032 sparse20 140.0 potter0 0.75 (1123.0s)
[cramped_room s8801] steps 1966080 sparse20 137.0 potter0 0.6 (1124.1s)
[cramped_room s8801] steps 1968128 sparse20 147.0 potter0 0.45 (1125.3s)
[cramped_room s8801] steps 1970176 sparse20 138.0 potter0 0.4 (1126.4s)
[cramped_room s8801] steps 1972224 sparse20 135.0 potter0 0.45 (1127.5s)
[cramped_room s8801] steps 1974272 sparse20 131.0 potter0 0.6 (1128.7s)
[cramped_room s8801] steps 1976320 sparse20 129.0 potter0 0.7 (1129.9s)
[cramped_room s8801] steps 1978368 sparse20 137.0 potter0 0.65 (1131.1s)
[cramped_room s8801] steps 1980416 sparse20 138.0 potter0 0.65 (1132.2s)
[cramped_room s8801] steps 1982464 sparse20 137.0 potter0 0.7 (1133.4s)
[cramped_room s8801] steps 1984512 sparse20 136.0 potter0 0.7 (1134.5s)
[cramped_room s8801] steps 1986560 sparse20 136.0 potter0 0.85 (1135.7s)
[cramped_room s8801] steps 1988608 sparse20 136.0 potter0 0.8 (1136.8s)
[cramped_room s8801] steps 1990656 sparse20 151.0 potter0 0.7 (1138.0s)
[cramped_room s8801] steps 1992704 sparse20 144.0 potter0 0.6 (1139.1s)
[cramped_room s8801] steps 1994752 sparse20 150.0 potter0 0.45 (1140.3s)
[cramped_room s8801] steps 1996800 sparse20 149.0 potter0 0.3 (1141.4s)
[cramped_room s8801] steps 1998848 sparse20 139.0 potter0 0.35 (1142.6s)
[cramped_room s8801] steps 2000896 sparse20 148.0 potter0 0.3 (1143.7s)
checkpointed /home/Yixiang/MPARL/GOGOGO/outputs/overcooked_pilot.json
[asymmetric_advantages s8801] steps 2048 sparse20 0.0 potter0 0.6666666666666666 (1.2s)
[asymmetric_advantages s8801] steps 4096 sparse20 0.0 potter0 0.8 (2.5s)
[asymmetric_advantages s8801] steps 6144 sparse20 0.0 potter0 0.8888888888888888 (3.7s)
[asymmetric_advantages s8801] steps 8192 sparse20 0.0 potter0 0.9230769230769231 (4.9s)
[asymmetric_advantages s8801] steps 10240 sparse20 0.0 potter0 0.8823529411764706 (6.1s)
[asymmetric_advantages s8801] steps 12288 sparse20 0.0 potter0 0.95 (7.4s)
[asymmetric_advantages s8801] steps 14336 sparse20 0.0 potter0 0.95 (8.6s)
[asymmetric_advantages s8801] steps 16384 sparse20 0.0 potter0 0.95 (9.9s)
[asymmetric_advantages s8801] steps 18432 sparse20 0.0 potter0 1.0 (11.1s)
[asymmetric_advantages s8801] steps 20480 sparse20 0.0 potter0 1.0 (12.3s)
[asymmetric_advantages s8801] steps 22528 sparse20 0.0 potter0 1.0 (13.6s)
[asymmetric_advantages s8801] steps 24576 sparse20 0.0 potter0 1.0 (14.8s)
[asymmetric_advantages s8801] steps 26624 sparse20 0.0 potter0 1.0 (16.2s)
[asymmetric_advantages s8801] steps 28672 sparse20 0.0 potter0 1.0 (17.4s)
