Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
[cramped_room s8801] steps 655360 sparse20 71.0 potter0 0.5 (381.7s)
[cramped_room s8801] steps 657408 sparse20 75.0 potter0 0.6 (382.9s)
[cramped_room s8801] steps 659456 sparse20 83.0 potter0 0.75 (384.0s)
[cramped_room s8801] steps 661504 sparse20 89.0 potter0 0.65 (385.1s)
[cramped_room s8801] steps 663552 sparse20 86.0 potter0 0.6 (386.3s)
[cramped_room s8801] steps 665600 sparse20 83.0 potter0 0.45 (387.4s)
[cramped_room s8801] steps 667648 sparse20 81.0 potter0 0.45 (388.5s)
[cramped_room s8801] steps 669696 sparse20 77.0 potter0 0.6 (389.6s)
[cramped_room s8801] steps 671744 sparse20 74.0 potter0 0.6 (390.8s)
[cramped_room s8801] steps 673792 sparse20 74.0 potter0 0.6 (391.9s)
[cramped_room s8801] steps 675840 sparse20 77.0 potter0 0.5 (393.0s)
[cramped_room s8801] steps 677888 sparse20 86.0 potter0 0.4 (394.2s)
[cramped_room s8801] steps 679936 sparse20 91.0 potter0 0.45 (395.3s)
[cramped_room s8801] steps 681984 sparse20 90.0 potter0 0.45 (396.4s)
[cramped_room s8801] steps 684032 sparse20 84.0 potter0 0.45 (397.6s)
[cramped_room s8801] steps 686080 sparse20 73.0 potter0 0.35 (398.7s)
[cramped_room s8801] steps 688128 sparse20 69.0 potter0 0.35 (399.8s)
[cramped_room s8801] steps 690176 sparse20 71.0 potter0 0.4 (400.9s)
[cramped_room s8801] steps 692224 sparse20 79.0 potter0 0.4 (402.1s)
[cramped_room s8801] steps 694272 sparse20 84.0 potter0 0.55 (403.2s)
[cramped_room s8801] steps 696320 sparse20 88.0 potter0 0.55 (404.3s)
[cramped_room s8801] steps 698368 sparse20 89.0 potter0 0.5 (405.5s)
[cramped_room s8801] steps 700416 sparse20 87.0 potter0 0.5 (406.7s)
[cramped_room s8801] steps 702464 sparse20 84.0 potter0 0.35 (407.8s)
[cramped_room s8801] steps 704512 sparse20 77.0 potter0 0.4 (408.9s)
[cramped_room s8801] steps 706560 sparse20 72.0 potter0 0.45 (410.1s)
[cramped_room s8801] steps 708608 sparse20 76.0 potter0 0.3 (411.2s)
[cramped_room s8801] steps 710656 sparse20 72.0 potter0 0.3 (412.3s)
[cramped_room s8801] steps 712704 sparse20 71.0 potter0 0.25 (413.4s)
[cramped_room s8801] steps 714752 sparse20 72.0 potter0 0.35 (414.6s)
[cramped_room s8801] steps 716800 sparse20 75.0 potter0 0.5 (415.7s)
[cramped_room s8801] steps 718848 sparse20 75.0 potter0 0.4 (416.8s)
[cramped_room s8801] steps 720896 sparse20 76.0 potter0 0.35 (417.9s)
[cramped_room s8801] steps 722944 sparse20 74.0 potter0 0.3 (419.1s)
[cramped_room s8801] steps 724992 sparse20 74.0 potter0 0.25 (420.2s)
[cramped_room s8801] steps 727040 sparse20 77.0 potter0 0.4 (421.3s)
[cramped_room s8801] steps 729088 sparse20 80.0 potter0 0.55 (422.4s)
[cramped_room s8801] steps 731136 sparse20 83.0 potter0 0.7 (423.6s)
[cramped_room s8801] steps 733184 sparse20 82.0 potter0 0.75 (424.7s)
[cramped_room s8801] steps 735232 sparse20 89.0 potter0 0.6 (425.9s)
[cramped_room s8801] steps 737280 sparse20 83.0 potter0 0.5 (427.0s)
[cramped_room s8801] steps 739328 sparse20 84.0 potter0 0.35 (428.1s)
[cramped_room s8801] steps 741376 sparse20 80.0 potter0 0.35 (429.3s)
[cramped_room s8801] steps 743424 sparse20 80.0 potter0 0.55 (430.4s)
[cramped_room s8801] steps 745472 sparse20 81.0 potter0 0.6 (431.5s)
[cramped_room s8801] steps 747520 sparse20 80.0 potter0 0.65 (432.7s)
[cramped_room s8801] steps 749568 sparse20 81.0 potter0 0.65 (433.8s)
[cramped_room s8801] steps 751616 sparse20 77.0 potter0 0.65 (435.1s)
[cramped_room s8801] steps 753664 sparse20 77.0 potter0 0.6 (436.2s)
[cramped_room s8801] steps 755712 sparse20 79.0 potter0 0.7 (437.4s)
[cramped_room s8801] steps 757760 sparse20 77.0 potter0 0.8 (438.5s)
[cramped_room s8801] steps 759808 sparse20 75.0 potter0 0.65 (439.7s)
[cramped_room s8801] steps 761856 sparse20 73.0 potter0 0.6 (440.8s)
[cramped_room s8801] steps 763904 sparse20 73.0 potter0 0.6 (442.0s)
[cramped_room s8801] steps 765952 sparse20 80.0 potter0 0.55 (443.1s)
[cramped_room s8801] steps 768000 sparse20 83.0 potter0 0.65 (444.3s)
[cramped_room s8801] steps 770048 sparse20 88.0 potter0 0.6 (445.5s)
[cramped_room s8801] steps 772096 sparse20 90.0 potter0 0.4 (446.6s)
[cramped_room s8801] steps 774144 sparse20 80.0 potter0 0.3 (447.8s)
[cramped_room s8801] steps 776192 sparse20 78.0 potter0 0.4 (449.2s)
[cramped_room s8801] steps 778240 sparse20 77.0 potter0 0.4 (450.7s)
[cramped_room s8801] steps 780288 sparse20 76.0 potter0 0.55 (451.8s)
[cramped_room s8801] steps 782336 sparse20 85.0 potter0 0.7 (453.0s)
[cramped_room s8801] steps 784384 sparse20 80.0 potter0 0.7 (454.1s)
[cramped_room s8801] steps 786432 sparse20 78.0 potter0 0.65 (455.3s)
[cramped_room s8801] steps 788480 sparse20 78.0 potter0 0.55 (456.4s)
[cramped_room s8801] steps 790528 sparse20 70.0 potter0 0.45 (457.5s)
[cramped_room s8801] steps 792576 sparse20 73.0 potter0 0.4 (458.7s)
[cramped_room s8801] steps 794624 sparse20 70.0 potter0 0.5 (459.8s)
[cramped_room s8801] steps 796672 sparse20 69.0 potter0 0.55 (461.0s)
[cramped_room s8801] steps 798720 sparse20 73.0 potter0 0.6 (462.1s)
[cramped_room s8801] steps 800768 sparse20 66.0 potter0 0.55 (463.3s)
[cramped_room s8801] steps 802816 sparse20 69.0 potter0 0.55 (464.4s)
[cramped_room s8801] steps 804864 sparse20 74.0 potter0 0.5 (465.6s)
[cramped_room s8801] steps 806912 sparse20 81.0 potter0 0.45 (466.8s)
[cramped_room s8801] steps 808960 sparse20 86.0 potter0 0.5 (467.9s)
[cramped_room s8801] steps 811008 sparse20 90.0 potter0 0.5 (469.1s)
[cramped_room s8801] steps 813056 sparse20 90.0 potter0 0.5 (470.6s)
[cramped_room s8801] steps 815104 sparse20 88.0 potter0 0.5 (472.0s)
[cramped_room s8801] steps 817152 sparse20 82.0 potter0 0.55 (473.1s)
[cramped_room s8801] steps 819200 sparse20 82.0 potter0 0.65 (474.3s)
[cramped_room s8801] steps 821248 sparse20 81.0 potter0 0.55 (475.4s)
[cramped_room s8801] steps 823296 sparse20 82.0 potter0 0.65 (476.6s)
[cramped_room s8801] steps 825344 sparse20 88.0 potter0 0.65 (477.7s)
[cramped_room s8801] steps 827392 sparse20 92.0 potter0 0.55 (478.9s)
[cramped_room s8801] steps 829440 sparse20 87.0 potter0 0.65 (480.0s)
[cramped_room s8801] steps 831488 sparse20 87.0 potter0 0.6 (481.1s)
[cramped_room s8801] steps 833536 sparse20 81.0 potter0 0.5 (482.3s)
[cramped_room s8801] steps 835584 sparse20 83.0 potter0 0.45 (483.4s)
[cramped_room s8801] steps 837632 sparse20 83.0 potter0 0.35 (484.6s)
[cramped_room s8801] steps 839680 sparse20 86.0 potter0 0.4 (485.7s)
[cramped_room s8801] steps 841728 sparse20 82.0 potter0 0.5 (487.1s)
[cramped_room s8801] steps 843776 sparse20 76.0 potter0 0.6 (488.7s)
[cramped_room s8801] steps 845824 sparse20 79.0 potter0 0.65 (490.1s)
[cramped_room s8801] steps 847872 sparse20 84.0 potter0 0.65 (491.7s)
[cramped_room s8801] steps 849920 sparse20 90.0 potter0 0.6 (492.9s)
[cramped_room s8801] steps 851968 sparse20 94.0 potter0 0.6 (494.2s)
[cramped_room s8801] steps 854016 sparse20 98.0 potter0 0.5 (495.5s)
[cramped_room s8801] steps 856064 sparse20 98.0 potter0 0.6 (496.6s)
[cramped_room s8801] steps 858112 sparse20 98.0 potter0 0.55 (498.0s)
[cramped_room s8801] steps 860160 sparse20 97.0 potter0 0.65 (499.2s)
[cramped_room s8801] steps 862208 sparse20 98.0 potter0 0.75 (500.5s)
[cramped_room s8801] steps 864256 sparse20 91.0 potter0 0.7 (501.7s)
[cramped_room s8801] steps 866304 sparse20 91.0 potter0 0.8 (502.9s)
[cramped_room s8801] steps 868352 sparse20 92.0 potter0 0.75 (504.1s)
[cramped_room s8801] steps 870400 sparse20 87.0 potter0 0.6 (505.4s)
[cramped_room s8801] steps 872448 sparse20 91.0 potter0 0.55 (506.6s)
[cramped_room s8801] steps 874496 sparse20 97.0 potter0 0.5 (507.9s)
[cramped_room s8801] steps 876544 sparse20 93.0 potter0 0.55 (509.0s)
[cramped_room s8801] steps 878592 sparse20 95.0 potter0 0.6 (510.3s)
[cramped_room s8801] steps 880640 sparse20 94.0 potter0 0.6 (511.5s)
[cramped_room s8801] steps 882688 sparse20 86.0 potter0 0.65 (512.8s)
[cramped_room s8801] steps 884736 sparse20 89.0 potter0 0.7 (514.0s)
[cramped_room s8801] steps 886784 sparse20 90.0 potter0 0.75 (515.2s)
[cramped_room s8801] steps 888832 sparse20 93.0 potter0 0.85 (516.4s)
[cramped_room s8801] steps 890880 sparse20 94.0 potter0 0.7 (517.7s)
[cramped_room s8801] steps 892928 sparse20 93.0 potter0 0.8 (519.1s)
[cramped_room s8801] steps 894976 sparse20 88.0 potter0 0.7 (520.5s)
[cramped_room s8801] steps 897024 sparse20 91.0 potter0 0.7 (521.8s)
[cramped_room s8801] steps 899072 sparse20 88.0 potter0 0.7 (522.9s)
[cramped_room s8801] steps 901120 sparse20 83.0 potter0 0.65 (524.1s)
[cramped_room s8801] steps 903168 sparse20 90.0 potter0 0.65 (525.2s)
[cramped_room s8801] steps 905216 sparse20 86.0 potter0 0.6 (526.3s)
[cramped_room s8801] steps 907264 sparse20 86.0 potter0 0.6 (527.5s)
[cramped_room s8801] steps 909312 sparse20 88.0 potter0 0.7 (528.6s)
[cramped_room s8801] steps 911360 sparse20 83.0 potter0 0.65 (529.8s)
[cramped_room s8801] steps 913408 sparse20 85.0 potter0 0.8 (530.9s)
[cramped_room s8801] steps 915456 sparse20 91.0 potter0 0.75 (532.1s)
[cramped_room s8801] steps 917504 sparse20 93.0 potter0 0.65 (533.2s)
[cramped_room s8801] steps 919552 sparse20 93.0 potter0 0.5 (534.3s)
[cramped_room s8801] steps 921600 sparse20 96.0 potter0 0.35 (535.4s)
[cramped_room s8801] steps 923648 sparse20 90.0 potter0 0.45 (536.5s)
[cramped_room s8801] steps 925696 sparse20 91.0 potter0 0.35 (537.7s)
[cramped_room s8801] steps 927744 sparse20 94.0 potter0 0.45 (538.8s)
[cramped_room s8801] steps 929792 sparse20 91.0 potter0 0.5 (539.9s)
[cramped_room s8801] steps 931840 sparse20 99.0 potter0 0.5 (541.0s)
[cramped_room s8801] steps 933888 sparse20 98.0 potter0 0.55 (542.2s)
[cramped_room s8801] steps 935936 sparse20 94.0 potter0 0.65 (543.3s)
[cramped_room s8801] steps 937984 sparse20 92.0 potter0 0.6 (544.4s)
[cramped_room s8801] steps 940032 sparse20 86.0 potter0 0.5 (545.5s)
[cramped_room s8801] steps 942080 sparse20 82.0 potter0 0.5 (546.6s)
[cramped_room s8801] steps 944128 sparse20 84.0 potter0 0.4 (547.8s)
[cramped_room s8801] steps 946176 sparse20 91.0 potter0 0.45 (548.9s)
[cramped_room s8801] steps 948224 sparse20 88.0 potter0 0.5 (550.0s)
[cramped_room s8801] steps 950272 sparse20 96.0 potter0 0.45 (551.2s)
[cramped_room s8801] steps 952320 sparse20 89.0 potter0 0.5 (552.3s)
[cramped_room s8801] steps 954368 sparse20 82.0 potter0 0.5 (553.4s)
[cramped_room s8801] steps 956416 sparse20 86.0 potter0 0.55 (554.5s)
[cramped_room s8801] steps 958464 sparse20 77.0 potter0 0.65 (555.7s)
[cramped_room s8801] steps 960512 sparse20 78.0 potter0 0.6 (556.8s)
[cramped_room s8801] steps 962560 sparse20 79.0 potter0 0.6 (557.9s)
[cramped_room s8801] steps 964608 sparse20 78.0 potter0 0.6 (559.2s)
[cramped_room s8801] steps 966656 sparse20 85.0 potter0 0.55 (560.3s)
[cramped_room s8801] steps 968704 sparse20 92.0 potter0 0.65 (561.4s)
[cramped_room s8801] steps 970752 sparse20 92.0 potter0 0.65 (562.6s)
[cramped_room s8801] steps 972800 sparse20 92.0 potter0 0.6 (563.7s)
[cramped_room s8801] steps 974848 sparse20 90.0 potter0 0.6 (564.8s)
[cramped_room s8801] steps 976896 sparse20 84.0 potter0 0.55 (565.9s)
[cramped_room s8801] steps 978944 sparse20 90.0 potter0 0.55 (567.1s)
[cramped_room s8801] steps 980992 sparse20 98.0 potter0 0.65 (568.2s)
[cramped_room s8801] steps 983040 sparse20 102.0 potter0 0.65 (569.3s)
[cramped_room s8801] steps 985088 sparse20 108.0 potter0 0.7 (570.4s)
[cramped_room s8801] steps 987136 sparse20 112.0 potter0 0.7 (571.6s)
[cramped_room s8801] steps 989184 sparse20 111.0 potter0 0.65 (572.7s)
[cramped_room s8801] steps 991232 sparse20 107.0 potter0 0.75 (573.8s)
[cramped_room s8801] steps 993280 sparse20 105.0 potter0 0.75 (574.9s)
[cramped_room s8801] steps 995328 sparse20 94.0 potter0 0.7 (576.3s)
[cramped_room s8801] steps 997376 sparse20 94.0 potter0 0.75 (577.8s)
[cramped_room s8801] steps 999424 sparse20 90.0 potter0 0.8 (579.1s)
[cramped_room s8801] steps 1001472 sparse20 91.0 potter0 0.7 (580.3s)
[cramped_room s8801] steps 1003520 sparse20 94.0 potter0 0.7 (581.5s)
[cramped_room s8801] steps 1005568 sparse20 97.0 potter0 0.65 (582.7s)
[cramped_room s8801] steps 1007616 sparse20 97.0 potter0 0.5 (583.9s)
[cramped_room s8801] steps 1009664 sparse20 102.0 potter0 0.4 (585.2s)
[cramped_room s8801] steps 1011712 sparse20 96.0 potter0 0.35 (586.6s)
[cramped_room s8801] steps 1013760 sparse20 91.0 potter0 0.45 (587.8s)
[cramped_room s8801] steps 1015808 sparse20 93.0 potter0 0.5 (588.9s)
[cramped_room s8801] steps 1017856 sparse20 89.0 potter0 0.7 (590.1s)
[cramped_room s8801] steps 1019904 sparse20 95.0 potter0 0.8 (591.3s)
[cramped_room s8801] steps 1021952 sparse20 93.0 potter0 0.85 (592.4s)
[cramped_room s8801] steps 1024000 sparse20 94.0 potter0 0.85 (593.6s)
[cramped_room s8801] steps 1026048 sparse20 96.0 potter0 0.7 (594.7s)
[cramped_room s8801] steps 1028096 sparse20 98.0 potter0 0.7 (595.8s)
[cramped_room s8801] steps 1030144 sparse20 100.0 potter0 0.6 (596.9s)
[cramped_room s8801] steps 1032192 sparse20 95.0 potter0 0.55 (598.1s)
[cramped_room s8801] steps 1034240 sparse20 90.0 potter0 0.6 (599.2s)
[cramped_room s8801] steps 1036288 sparse20 89.0 potter0 0.6 (600.3s)
[cramped_room s8801] steps 1038336 sparse20 93.0 potter0 0.55 (601.5s)
[cramped_room s8801] steps 1040384 sparse20 102.0 potter0 0.65 (602.6s)
[cramped_room s8801] steps 1042432 sparse20 112.0 potter0 0.6 (603.7s)
[cramped_room s8801] steps 1044480 sparse20 111.0 potter0 0.5 (604.8s)
[cramped_room s8801] steps 1046528 sparse20 108.0 potter0 0.5 (606.0s)
[cramped_room s8801] steps 1048576 sparse20 102.0 potter0 0.4 (607.1s)
[cramped_room s8801] steps 1050624 sparse20 92.0 potter0 0.5 (608.2s)
[cramped_room s8801] steps 1052672 sparse20 85.0 potter0 0.4 (609.4s)
[cramped_room s8801] steps 1054720 sparse20 82.0 potter0 0.6 (610.5s)
[cramped_room s8801] steps 1056768 sparse20 88.0 potter0 0.65 (611.6s)
[cramped_room s8801] steps 1058816 sparse20 94.0 potter0 0.65 (612.7s)
[cramped_room s8801] steps 1060864 sparse20 92.0 potter0 0.7 (613.9s)
[cramped_room s8801] steps 1062912 sparse20 90.0 potter0 0.6 (615.0s)
[cramped_room s8801] steps 1064960 sparse20 93.0 potter0 0.65 (616.1s)
[cramped_room s8801] steps 1067008 sparse20 93.0 potter0 0.6 (617.3s)
[cramped_room s8801] steps 1069056 sparse20 97.0 potter0 0.65 (618.4s)
[cramped_room s8801] steps 1071104 sparse20 104.0 potter0 0.75 (619.7s)
[cramped_room s8801] steps 1073152 sparse20 110.0 potter0 0.65 (620.8s)
[cramped_room s8801] steps 1075200 sparse20 111.0 potter0 0.7 (622.0s)
[cramped_room s8801] steps 1077248 sparse20 120.0 potter0 0.65 (623.2s)
[cramped_room s8801] steps 1079296 sparse20 117.0 potter0 0.65 (624.4s)
[cramped_room s8801] steps 1081344 sparse20 111.0 potter0 0.65 (625.7s)
[cramped_room s8801] steps 1083392 sparse20 105.0 potter0 0.6 (627.0s)
[cramped_room s8801] steps 1085440 sparse20 94.0 potter0 0.6 (628.5s)
[cramped_room s8801] steps 1087488 sparse20 92.0 potter0 0.55 (629.8s)
[cramped_room s8801] steps 1089536 sparse20 94.0 potter0 0.65 (630.9s)
[cramped_room s8801] steps 1091584 sparse20 99.0 potter0 0.65 (632.1s)
[cramped_room s8801] steps 1093632 sparse20 110.0 potter0 0.55 (633.5s)
[cramped_room s8801] steps 1095680 sparse20 109.0 potter0 0.5 (634.9s)
[cramped_room s8801] steps 1097728 sparse20 106.0 potter0 0.4 (636.2s)
[cramped_room s8801] steps 1099776 sparse20 111.0 potter0 0.5 (637.3s)
[cramped_room s8801] steps 1101824 sparse20 108.0 potter0 0.7 (638.4s)
[cramped_room s8801] steps 1103872 sparse20 111.0 potter0 0.75 (639.6s)
[cramped_room s8801] steps 1105920 sparse20 115.0 potter0 0.8 (640.8s)
[cramped_room s8801] steps 1107968 sparse20 113.0 potter0 0.7 (642.0s)
[cramped_room s8801] steps 1110016 sparse20 120.0 potter0 0.65 (643.2s)
[cramped_room s8801] steps 1112064 sparse20 119.0 potter0 0.55 (644.4s)
[cramped_room s8801] steps 1114112 sparse20 116.0 potter0 0.65 (645.5s)
[cramped_room s8801] steps 1116160 sparse20 106.0 potter0 0.6 (646.6s)
[cramped_room s8801] steps 1118208 sparse20 104.0 potter0 0.45 (647.7s)
[cramped_room s8801] steps 1120256 sparse20 109.0 potter0 0.5 (648.9s)
[cramped_room s8801] steps 1122304 sparse20 113.0 potter0 0.5 (650.0s)
[cramped_room s8801] steps 1124352 sparse20 123.0 potter0 0.55 (651.2s)
[cramped_room s8801] steps 1126400 sparse20 122.0 potter0 0.55 (652.3s)
[cramped_room s8801] steps 1128448 sparse20 122.0 potter0 0.6 (653.5s)
[cramped_room s8801] steps 1130496 sparse20 118.0 potter0 0.5 (654.6s)
[cramped_room s8801] steps 1132544 sparse20 120.0 potter0 0.35 (655.7s)
[cramped_room s8801] steps 1134592 sparse20 120.0 potter0 0.4 (656.9s)
[cramped_room s8801] steps 1136640 sparse20 111.0 potter0 0.35 (658.0s)
[cramped_room s8801] steps 1138688 sparse20 115.0 potter0 0.35 (659.1s)
[cramped_room s8801] steps 1140736 sparse20 114.0 potter0 0.5 (660.2s)
[cramped_room s8801] steps 1142784 sparse20 111.0 potter0 0.5 (661.4s)
[cramped_room s8801] steps 1144832 sparse20 104.0 potter0 0.4 (662.5s)
[cramped_room s8801] steps 1146880 sparse20 100.0 potter0 0.5 (663.6s)
[cramped_room s8801] steps 1148928 sparse20 95.0 potter0 0.35 (664.8s)
[cramped_room s8801] steps 1150976 sparse20 102.0 potter0 0.45 (665.9s)
[cramped_room s8801] steps 1153024 sparse20 107.0 potter0 0.5 (667.0s)
[cramped_room s8801] steps 1155072 sparse20 104.0 potter0 0.4 (668.1s)
[cramped_room s8801] steps 1157120 sparse20 105.0 potter0 0.5 (669.3s)
[cramped_room s8801] steps 1159168 sparse20 100.0 potter0 0.5 (670.4s)
[cramped_room s8801] steps 1161216 sparse20 99.0 potter0 0.55 (671.5s)
[cramped_room s8801] steps 1163264 sparse20 104.0 potter0 0.45 (672.6s)
[cramped_room s8801] steps 1165312 sparse20 108.0 potter0 0.3 (673.8s)
[cramped_room s8801] steps 1167360 sparse20 108.0 potter0 0.25 (674.9s)
[cramped_room s8801] steps 1169408 sparse20 112.0 potter0 0.2 (676.0s)
[cramped_room s8801] steps 1171456 sparse20 104.0 potter0 0.3 (677.2s)
[cramped_room s8801] steps 1173504 sparse20 99.0 potter0 0.3 (678.3s)
[cramped_room s8801] steps 1175552 sparse20 103.0 potter0 0.3 (679.4s)
[cramped_room s8801] steps 1177600 sparse20 104.0 potter0 0.25 (680.6s)
[cramped_room s8801] steps 1179648 sparse20 109.0 potter0 0.3 (681.8s)
[cramped_room s8801] steps 1181696 sparse20 112.0 potter0 0.35 (682.9s)
[cramped_room s8801] steps 1183744 sparse20 111.0 potter0 0.45 (684.0s)
[cramped_room s8801] steps 1185792 sparse20 111.0 potter0 0.5 (685.2s)
[cramped_room s8801] steps 1187840 sparse20 114.0 potter0 0.5 (686.3s)
[cramped_room s8801] steps 1189888 sparse20 114.0 potter0 0.5 (687.4s)
[cramped_room s8801] steps 1191936 sparse20 120.0 potter0 0.6 (688.6s)
[cramped_room s8801] steps 1193984 sparse20 119.0 potter0 0.6 (689.7s)
[cramped_room s8801] steps 1196032 sparse20 124.0 potter0 0.7 (690.8s)
[cramped_room s8801] steps 1198080 sparse20 124.0 potter0 0.6 (691.9s)
[cramped_room s8801] steps 1200128 sparse20 119.0 potter0 0.6 (693.1s)
[cramped_room s8801] steps 1202176 sparse20 122.0 potter0 0.4 (694.2s)
[cramped_room s8801] steps 1204224 sparse20 121.0 potter0 0.3 (695.3s)
[cramped_room s8801] steps 1206272 sparse20 117.0 potter0 0.35 (696.5s)
[cramped_room s8801] steps 1208320 sparse20 115.0 potter0 0.3 (697.6s)
[cramped_room s8801] steps 1210368 sparse20 113.0 potter0 0.4 (698.7s)
[cramped_room s8801] steps 1212416 sparse20 113.0 potter0 0.45 (699.8s)
[cramped_room s8801] steps 1214464 sparse20 113.0 potter0 0.45 (701.0s)
[cramped_room s8801] steps 1216512 sparse20 117.0 potter0 0.5 (702.1s)
[cramped_room s8801] steps 1218560 sparse20 119.0 potter0 0.5 (703.2s)
[cramped_room s8801] steps 1220608 sparse20 119.0 potter0 0.55 (704.4s)
[cramped_room s8801] steps 1222656 sparse20 123.0 potter0 0.6 (705.5s)
[cramped_room s8801] steps 1224704 sparse20 121.0 potter0 0.5 (706.6s)
[cramped_room s8801] steps 1226752 sparse20 120.0 potter0 0.45 (707.8s)
[cramped_room s8801] steps 1228800 sparse20 115.0 potter0 0.35 (708.9s)
[cramped_room s8801] steps 1230848 sparse20 113.0 potter0 0.3 (710.1s)
[cramped_room s8801] steps 1232896 sparse20 114.0 potter0 0.45 (711.3s)
[cramped_room s8801] steps 1234944 sparse20 114.0 potter0 0.4 (712.4s)
[cramped_room s8801] steps 1236992 sparse20 117.0 potter0 0.45 (713.5s)
[cramped_room s8801] steps 1239040 sparse20 120.0 potter0 0.5 (714.7s)
[cramped_room s8801] steps 1241088 sparse20 123.0 potter0 0.35 (715.8s)
[cramped_room s8801] steps 1243136 sparse20 126.0 potter0 0.45 (717.0s)
[cramped_room s8801] steps 1245184 sparse20 129.0 potter0 0.45 (718.1s)
[cramped_room s8801] steps 1247232 sparse20 133.0 potter0 0.55 (719.3s)
[cramped_room s8801] steps 1249280 sparse20 128.0 potter0 0.6 (720.4s)
[cramped_room s8801] steps 1251328 sparse20 120.0 potter0 0.6 (721.5s)
[cramped_room s8801] steps 1253376 sparse20 119.0 potter0 0.7 (722.6s)
[cramped_room s8801] steps 1255424 sparse20 116.0 potter0 0.6 (723.8s)
[cramped_room s8801] steps 1257472 sparse20 118.0 potter0 0.55 (724.9s)
[cramped_room s8801] steps 1259520 sparse20 122.0 potter0 0.45 (726.0s)
[cramped_room s8801] steps 1261568 sparse20 122.0 potter0 0.35 (727.2s)
[cramped_room s8801] steps 1263616 sparse20 113.0 potter0 0.45 (728.3s)
[cramped_room s8801] steps 1265664 sparse20 105.0 potter0 0.5 (729.4s)
[cramped_room s8801] steps 1267712 sparse20 98.0 potter0 0.6 (730.6s)
[cramped_room s8801] steps 1269760 sparse20 97.0 potter0 0.65 (731.7s)
[cramped_room s8801] steps 1271808 sparse20 103.0 potter0 0.65 (732.9s)
[cramped_room s8801] steps 1273856 sparse20 110.0 potter0 0.65 (734.2s)
[cramped_room s8801] steps 1275904 sparse20 112.0 potter0 0.6 (735.4s)
[cramped_room s8801] steps 1277952 sparse20 108.0 potter0 0.55 (736.5s)
[cramped_room s8801] steps 1280000 sparse20 109.0 potter0 0.55 (737.7s)
[cramped_room s8801] steps 1282048 sparse20 109.0 potter0 0.6 (738.9s)
[cramped_room s8801] steps 1284096 sparse20 116.0 potter0 0.75 (740.2s)
[cramped_room s8801] steps 1286144 sparse20 120.0 potter0 0.75 (741.4s)
[cramped_room s8801] steps 1288192 sparse20 122.0 potter0 0.75 (742.6s)
[cramped_room s8801] steps 1290240 sparse20 124.0 potter0 0.7 (743.8s)
[cramped_room s8801] steps 1292288 sparse20 118.0 potter0 0.6 (745.0s)
[cramped_room s8801] steps 1294336 sparse20 113.0 potter0 0.45 (746.2s)
[cramped_room s8801] steps 1296384 sparse20 114.0 potter0 0.45 (747.3s)
[cramped_room s8801] steps 1298432 sparse20 112.0 potter0 0.5 (748.4s)
[cramped_room s8801] steps 1300480 sparse20 112.0 potter0 0.6 (749.5s)
[cramped_room s8801] steps 1302528 sparse20 114.0 potter0 0.7 (750.7s)
[cramped_room s8801] steps 1304576 sparse20 116.0 potter0 0.8 (751.9s)
[cramped_room s8801] steps 1306624 sparse20 117.0 potter0 0.9 (753.3s)
[cramped_room s8801] steps 1308672 sparse20 120.0 potter0 0.95 (754.8s)
[cramped_room s8801] steps 1310720 sparse20 112.0 potter0 0.8 (755.9s)
[cramped_room s8801] steps 1312768 sparse20 110.0 potter0 0.75 (757.1s)
[cramped_room s8801] steps 1314816 sparse20 105.0 potter0 0.6 (758.2s)
[cramped_room s8801] steps 1316864 sparse20 103.0 potter0 0.6 (759.3s)
[cramped_room s8801] steps 1318912 sparse20 110.0 potter0 0.65 (760.5s)
[cramped_room s8801] steps 1320960 sparse20 105.0 potter0 0.6 (761.6s)
[cramped_room s8801] steps 1323008 sparse20 103.0 potter0 0.65 (762.8s)
[cramped_room s8801] steps 1325056 sparse20 105.0 potter0 0.65 (763.9s)
[cramped_room s8801] steps 1327104 sparse20 97.0 potter0 0.65 (765.1s)
[cramped_room s8801] steps 1329152 sparse20 94.0 potter0 0.55 (766.2s)
[cramped_room s8801] steps 1331200 sparse20 91.0 potter0 0.45 (767.3s)
[cramped_room s8801] steps 1333248 sparse20 92.0 potter0 0.4 (768.5s)
[cramped_room s8801] steps 1335296 sparse20 102.0 potter0 0.5 (769.6s)
[cramped_room s8801] steps 1337344 sparse20 105.0 potter0 0.6 (770.9s)
[cramped_room s8801] steps 1339392 sparse20 104.0 potter0 0.7 (772.0s)
[cramped_room s8801] steps 1341440 sparse20 104.0 potter0 0.75 (773.1s)
[cramped_room s8801] steps 1343488 sparse20 100.0 potter0 0.7 (774.3s)
[cramped_room s8801] steps 1345536 sparse20 106.0 potter0 0.7 (775.4s)
[cramped_room s8801] steps 1347584 sparse20 116.0 potter0 0.7 (776.5s)
[cramped_room s8801] steps 1349632 sparse20 128.0 potter0 0.65 (777.7s)
[cramped_room s8801] steps 1351680 sparse20 132.0 potter0 0.7 (778.8s)
