regime,n_seeds,potential_effective_modes_mean,potential_effective_modes_stderr,potential_effective_modes_ci95,natural_trigger_rate_mean,natural_trigger_rate_stderr,natural_trigger_rate_ci95,trigger_choice_tension_mean,trigger_choice_tension_stderr,trigger_choice_tension_ci95,natural_team_return_mean_mean,natural_team_return_mean_stderr,natural_team_return_mean_ci95,sacrifice_basin_rate_mean,sacrifice_basin_rate_stderr,sacrifice_basin_rate_ci95,team_direct_basin_rate_mean,team_direct_basin_rate_stderr,team_direct_basin_rate_ci95,selfish_basin_rate_mean,selfish_basin_rate_stderr,selfish_basin_rate_ci95,collapse_bits_mean,collapse_bits_stderr,collapse_bits_ci95,trigger_effect_js_bits_mean,trigger_effect_js_bits_stderr,trigger_effect_js_bits_ci95,trigger_specificity_js_bits_mean,trigger_specificity_js_bits_stderr,trigger_specificity_js_bits_ci95,counterfactual_necessity_mean,counterfactual_necessity_stderr,counterfactual_necessity_ci95,retrospective_importance_mean,retrospective_importance_stderr,retrospective_importance_ci95,retrospective_gain_per_local_cost_mean,retrospective_gain_per_local_cost_stderr,retrospective_gain_per_local_cost_ci95,endogenous_emergence_score_mean,endogenous_emergence_score_stderr,endogenous_emergence_score_ci95,team_return_mean_mean,team_return_mean_stderr,team_return_mean_ci95,endogenous_score_rank,best_baseline_regime,score_margin_vs_best_baseline
dense_shaping,5,1.138771200034864,0.025517884761713173,0.07083764809851577,0.028720000000000002,0.0062755398174180995,0.017420898533152644,0.110950528,0.02343976635506216,0.06506879140165256,6.085839999999999,0.018688434926445893,0.051879095355813795,0.028720000000000002,0.0062755398174180995,0.017420898533152644,0.97112,0.006345265951873106,0.01761445828239974,0.00016,9.797958971132714e-05,0.0002719913410386441,0.18605199928666932,0.0319457683996241,0.08868145307735649,0.9072789070283841,0.01582352261791049,0.04392609878731952,0.9999999999985574,5.551115123125783e-17,1.5409895581797172e-16,9.0,0.0,0.0,3.000333239822159,0.00020409000745413432,0.0005665538606926769,1.5001666199110795,0.00010204500372706716,0.00028327693034633844,0.1287381433433034,0.03031528567295016,0.08415523302810965,6.085839999999999,0.018688434926445893,0.051879095355813795,3,,
linear_mixed,5,1.2201893672777737,0.018615784635417534,0.05167741814791907,0.0,0.0,0.0,0.0,0.0,0.0,4.1008000000000004,0.010128770902730453,0.028117468025979735,0.0,0.0,0.0,0.0504,0.005064385451365249,0.01405873401298993,0.9496,0.005064385451365259,0.014058734012989958,0.27564115661094246,0.0189235498595968,0.05253177441024072,0.8549259231593996,0.011502006803700752,0.03192957088707329,0.9999999999981247,1.766936773098988e-13,4.90501648212279e-13,4.0052,0.0029393876913398286,0.008159740231159363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1008000000000004,0.010128770902730453,0.028117468025979735,5,,
pure_individual,5,1.000707154908612,0.0007071549096122176,0.0019630620290835158,0.0,0.0,0.0,0.0,0.0,0.0,4.000159999999999,0.00015999999999998237,0.000444159999999951,0.0,0.0,0.0,8e-05,8e-05,0.00022208000000000002,0.99992,7.99999999999912e-05,0.00022207999999997554,-0.00989255694311636,0.00440779932244375,0.012236050919103849,0.9994907952441181,0.0005092047535377064,0.0014135523958206729,0.9960712307268826,0.0020297736864315946,0.005634651753534107,3.99688,0.0025152335875619747,0.0069822884390720414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000159999999999,0.00015999999999998237,0.000444159999999951,6,,
pure_team,5,1.0040245492259827,0.0012080002686273746,0.0033534087457095917,0.9995200000000001,0.0001496662954709649,0.00041547363622739854,0.0019187199999999662,0.0005981520598644083,0.0016604701181835973,8.998560000000001,0.000448998886412776,0.0012464209086818661,0.9995200000000001,0.0001496662954709649,0.00041547363622739854,0.00048000000000000007,0.00014966629547095766,0.0004154736362273784,0.0,0.0,0.0,0.005790364674029427,0.0017368087641932213,0.004821381129400382,0.00024005772800859108,7.485629209288967e-05,0.00020780106684986172,0.9999999999985574,5.551115123125783e-17,1.5409895581797172e-16,9.0,0.0,0.0,4.2,1.2,3.3311999999999995,2.1,0.6,1.6655999999999997,0.0019293280744396818,0.0006023117506961332,0.0016720174199324656,8.998560000000001,0.000448998886412776,0.0012464209086818661,4,,
random_noise,5,1.3745051903704408,0.21448938174145407,0.5954225237142765,0.71928,0.18763860583579275,0.5208847698001606,0.24433318399999995,0.17959724025758597,0.4985619389550586,8.03592,0.6421109860452474,1.7825000972616067,0.71928,0.18763860583579275,0.5208847698001606,0.25976,0.17420730639097778,0.4835994825413543,0.0012799999999999999,0.0005425863986500215,0.0015062198426524596,0.20126818838744018,0.30521424247202966,0.8472747371023542,0.25204972880023147,0.16152579719276486,0.4483956130071152,0.9936433401904029,0.003748310920537069,0.010405311115410902,8.68792,0.29193161939056883,0.810402175428219,4.991821223482686,1.096183806117051,3.0430062457809335,2.495910611741343,0.5480919030585255,1.5215031228904667,0.4733147219069148,0.38977280510357776,1.0820093069675318,8.03592,0.6421109860452474,1.7825000972616067,2,,
uncertain_preference,5,2.9953188865049065,0.003135647513657632,0.008704557497913587,0.34272,0.0052251698536985355,0.014505071513867134,0.9006151680000001,0.006353447461558488,0.017637170153286363,6.3406400000000005,0.013872332175953636,0.03850959412044729,0.34272,0.0052251698536985355,0.014505071513867134,0.31352,0.008002399640107965,0.02221466140093971,0.34375999999999995,0.004088226999568391,0.011348918150801853,0.5950583328897652,0.015661701445948226,0.04347688321395227,0.20550179294044219,0.00422283724562867,0.011722596193865188,0.9873750613563168,0.006314460221654296,0.017528941575312325,6.8512,0.19148689772410016,0.531567628082102,4.046467776384371,0.018171233878678198,0.050443345247210676,2.0232338881921854,0.009085616939339099,0.025221672623605338,2.6635100723155825,0.023895900231634314,0.06633501904301685,6.3406400000000005,0.013872332175953636,0.03850959412044729,1,random_noise,2.1901953504086675
