regime,n_seeds,natural_team_return_mean_mean,natural_team_return_mean_stderr,natural_team_return_mean_ci95,rescue_success_rate_mean,rescue_success_rate_stderr,rescue_success_rate_ci95,bridge_success_rate_mean,bridge_success_rate_stderr,bridge_success_rate_ci95,over_sacrifice_rate_mean,over_sacrifice_rate_stderr,over_sacrifice_rate_ci95,selective_trigger_score_mean,selective_trigger_score_stderr,selective_trigger_score_ci95,potential_effective_modes_mean,potential_effective_modes_stderr,potential_effective_modes_ci95,natural_trigger_rate_mean,natural_trigger_rate_stderr,natural_trigger_rate_ci95,trigger_choice_tension_mean,trigger_choice_tension_stderr,trigger_choice_tension_ci95,counterfactual_necessity_mean,counterfactual_necessity_stderr,counterfactual_necessity_ci95,retrospective_importance_mean,retrospective_importance_stderr,retrospective_importance_ci95,endogenous_emergence_score_mean,endogenous_emergence_score_stderr,endogenous_emergence_score_ci95
dense_shaping,3,9.494166666666667,0.0030867098629087687,0.013282112540096432,0.4991666666666667,0.0004409585518440988,0.0018974446485851572,0.5008333333333334,0.00044095855184408483,0.001897444648585097,0.0,0.0,0.0,0.9999956666666666,2.6034165586796153e-06,1.1202501451998384e-05,1.9999956666653613,2.603414570503434e-06,1.1202492896876277e-05,0.4991666666666667,0.0004409585518440988,0.0018974446485851572,0.9999956666666666,2.603416558613279e-06,1.120250145171294e-05,7.1819999999999995,1.3160005065855156,5.662750179837474,3.0066493798710323,0.0035176194709716896,0.015136316583591181,1.5489267988260587,0.44795513097201034,1.9275509285725605
linear_mixed,3,5.720666666666666,0.2563339835275671,1.1030051311191211,0.0,0.0,0.0,0.4303333333333333,0.0639168296390795,0.2750341179369591,0.0,0.0,0.0,0.0,0.0,0.0,1.9485454475711343,0.051322054328306506,0.2208387997747029,0.0,0.0,0.0,0.0,0.0,0.0,6.932833333333334,1.1651844036222097,5.013788488786368,0.0,0.0,0.0,0.0,0.0,0.0
pure_individual,3,4.002666666666666,0.0017638342073764792,0.00758977859434099,0.0,0.0,0.0,0.0006666666666666666,0.00044095855184409844,0.0018974446485851555,0.0,0.0,0.0,0.0,0.0,0.0,1.0052084803085184,0.0032973803881622453,0.014188627810262141,0.0,0.0,0.0,0.0,0.0,0.0,3.891666666666667,0.010709549217611502,0.04608319028338229,0.0,0.0,0.0,0.0,0.0,0.0
pure_team,3,9.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9999999999960003,1.5700924586837752e-16,6.756107849716284e-16,0.5,0.0,0.0,1.0,0.0,0.0,7.1499999999999995,1.3499999999999999,5.809049999999999,3.0,0.0,0.0,1.5442997925047823,0.4557002074868899,1.960877992816087
random_noise,3,8.945166666666667,0.23847786992600525,1.0261702742916006,0.49783333333333335,0.0021666666666666687,0.009323166666666676,0.4375,0.030999999999999996,0.13339299999999998,0.013833333333333331,0.0062271805640898015,0.026795557967278415,0.8706969999999999,0.05792030567080941,0.2492310753014929,2.392707116380712,0.147139571635586,0.6331415767479265,0.49783333333333335,0.0021666666666666687,0.009323166666666676,0.9999436666666667,5.6333333333361914e-05,0.0002424023333334563,5.587,0.23776949622130528,1.0231221422402765,4.095956564659427,0.48997736371936185,2.108372596084414,1.0354149922110298,0.12175325624868719,0.523904261638101
uncertain_preference,3,6.108333333333333,0.3861774563303478,1.6617215945894865,0.111,0.0555,0.2388165,0.5756666666666667,0.04009606519902475,0.1725333685514035,0.0,0.0,0.0,0.24209100000000003,0.12228961231846311,0.5262122018063468,2.4372273002118034,0.25770741898086547,1.1089150238746641,0.111,0.0555,0.2388165,0.370074,0.185037,0.796214211,1.8253333333333333,0.5892584558390128,2.535579135475272,3.60367926414717,1.8018429606690236,7.753330259758808,0.3304695756112253,0.1684677987575769,0.7249169380538534
